Ref ID,Operator (or Applicant),Site Name,Technology Type,Installed Capacity (MWelec),Development Status,Development Status (short),County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Under Construction,Operational,Solar Site Area (sqm),development_status_clean,distance_to_boundary_m,within_5km_boundary_proxy,within_10km_boundary_proxy,proximity_score,capacity_score,preliminary_exposure_score,screening_category
3917,Airvolution Energy,Garlenick Estate 2 - Wind Turbines,Wind Onshore,4.0,Operational,Operational,Cornwall,South West,England,,194662,49203,Cornwall,01/04/2014,18/06/2015,150300.0,operational,25331.230350149763,False,False,0,1,1,Low
3918,George Richards Farms Partnership,Goonabarn Farm Wind Turbines,Wind Onshore,1.0,Operational,Operational,Cornwall,South West,England,,189473,54165,Cornwall,01/01/2016,01/04/2016,355000.0,operational,31136.829380533192,False,False,0,0,0,Low
3924,The Farm Energy Partnership LLP,Bloodhills - repowering,Wind Onshore,1.0,Operational,Operational,Norfolk,Eastern,England,,647642,318446,Great Yarmouth,15/07/2014,15/06/2015,220000.0,operational,22123.900703866435,False,False,0,0,0,Low
3925,2020 Renewables/ NTR,Ardoch and Over Enoch Wind Farm (Ardoch),Wind Onshore,7.2,Operational,Operational,Strathclyde,Scotland,Scotland,G76 0PL,258534,649697,East Renfrewshire,05/11/2013,12/11/2014,220000.0,operational,217160.66488356423,False,False,0,1,1,Low
3927,Bristol City Council - Energy Management Unit,Avonmouth Port II,Wind Onshore,5.0,Operational,Operational,Avon,South West,England,,353360,182375,"Bristol, City of",30/04/2013,30/09/2013,753100.0,operational,128162.45868459254,False,False,0,1,1,Low
3928,E.ON Renewables,Tween Bridge Windfarm,Wind Onshore,44.0,Operational,Operational,South Yorkshire,Yorkshire and Humber,England,DN8 5,470500,414500,Doncaster,01/05/2011,27/02/2012,191300.0,operational,171271.3005161185,False,False,0,2,2,Medium
3931,Gresham House,Mynydd Portref,Wind Onshore,9.4,Operational,Operational,Mid Glamorgan,Wales,Wales,,298897,185178,Rhondda Cynon Taf,,26/03/2012,6834.0,operational,140605.024606182,False,False,0,2,2,Medium
3932,Pennant Walters,Fforch Nest Wind Farm pt2,Wind Onshore,17.5,Operational,Operational,Mid Glamorgan,Wales,Wales,,296500,190800,Bridgend,30/10/2011,24/05/2013,632788.0,operational,146563.65194427452,False,False,0,2,2,Medium
3933,Energia Renewables,Gortfinbar,Wind Onshore,15.0,Operational,Operational,Co. Tyrone,Northern Ireland,Northern Ireland,,75490,528123,Fermanagh and Omagh,01/09/2015,22/12/2016,107000.0,operational,66734.31962343036,False,False,0,2,2,Medium
3934,Gaelectric Developments/ CGN Europe Energy,Carn Hill,Wind Onshore,13.8,Operational,Operational,Co. Antrim,Northern Ireland,Northern Ireland,,148254,544393,Antrim and Newtownabbey,01/05/2012,08/05/2013,841200.0,operational,133856.5127539472,False,False,0,2,2,Medium
3935,DIF,Wadlow Wind Farm,Wind Onshore,26.0,Operational,Operational,Cambridgeshire,Eastern,England,,558500,254500,South Cambridgeshire,01/08/2011,01/09/2012,520500.0,operational,119040.51887962404,False,False,0,2,2,Medium
3936,Npower Renewables,Bradwell Wind Farm (Repower),Wind Onshore,20.0,Operational,Operational,Essex,Eastern,England,,595000,205000,Maldon,01/04/2012,30/09/2013,452000.0,operational,64121.54478283532,False,False,0,2,2,Medium
3937,Banks Renewables,Hazlehead,Wind Onshore,6.0,Operational,Operational,South Yorkshire,Yorkshire and Humber,England,,417915,403915,Barnsley,01/08/2010,16/12/2011,5860000.0,operational,224863.78679805176,False,False,0,1,1,Low
3938,Npower Renewables,Kiln Pit Hill Windfarm,Wind Onshore,12.0,Operational,Operational,Northumberland,North East,England,,405590,554583,Northumberland,01/11/2011,01/08/2012,983500.0,operational,200927.60757759065,False,False,0,2,2,Medium
3941,Otter Power,Otterham Down Wind Farm,Wind Onshore,3.2,Operational,Operational,Cornwall,South West,England,,215700,90500,Cornwall,01/05/2011,17/08/2011,636.0,operational,62229.30139142226,False,False,0,0,0,Low
3942,Greencoat UK Wind,Sixpenny Wood Windfarm,Wind Onshore,33.0,Operational,Operational,Humberside,Yorkshire and Humber,England,,478500,427500,East Riding of Yorkshire,01/02/2012,15/07/2013,796400.0,operational,160403.72908932145,False,False,0,2,2,Medium
3943,Greencoat UK Wind,Earl's Hall,Wind Onshore,10.3,Operational,Operational,Essex,Eastern,England,,614550,216860,Tendring,28/02/2012,13/01/2013,285000.0,operational,52111.90142392512,False,False,0,2,2,Medium
3944,Private Developer,Mawdesley Moss,Wind Onshore,2.3,Operational,Operational,Lancashire,North West,England,,348500,415500,Chorley,01/04/2012,01/08/2012,10200.0,operational,289517.9861219968,False,False,0,0,0,Low
3946,Chelveston Renewable Energy,Chelveston Renewable Energy Park Wind Farm (East Northamptonshire),Wind Onshore,12.5,Operational,Operational,Northamptonshire,East Midlands,England,,499885,268015,North Northamptonshire,01/08/2013,15/02/2014,696500.0,operational,177570.95197670232,False,False,0,2,2,Medium
3947,Harworth Power,Bewick Drift,Wind Onshore,2.3,Operational,Operational,Northumberland,North East,England,,428275,591310,Northumberland,01/10/2012,31/03/2013,,operational,170143.69064844225,False,False,0,0,0,Low
3948,John Laing Environmental Assets Group/REG Power Management,Hall Farm Routh,Wind Onshore,24.6,Operational,Operational,Humberside,Yorkshire and Humber,England,,507865,443185,East Riding of Yorkshire,14/06/2012,28/05/2013,,operational,128146.84591685329,False,False,0,2,2,Medium
3951,Fred Olsen Renewables,Rothes Wind Farm (Extension) (II),Wind Onshore,41.4,Operational,Operational,Grampian,Scotland,Scotland,,318500,850500,Moray,01/04/2012,15/04/2013,43600.0,operational,191677.37779884166,False,False,0,2,2,Medium
3953,Scottish and Southern Energy (SSE),Slieve Kirk (formerly Glenconway),Wind Onshore,18.4,Operational,Operational,Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,78301,576178,Causeway Coast and Glens,14/05/2012,07/11/2013,1995.0,operational,58491.75558450136,False,False,0,2,2,Medium
3955,Scottish and Southern Energy (SSE),Slieve Kirk (formerly Altahullion Phase III & Glenconway 2),Wind Onshore,27.6,Operational,Operational,Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,77926,575589,Causeway Coast and Glens,01/10/2012,07/11/2013,1650.0,operational,58261.24405656961,False,False,0,2,2,Medium
3956,Pennant Walters,Fforch Nest Wind Farm pt1,Wind Onshore,10.0,Operational,Operational,Mid Glamorgan,Wales,Wales,,296600,191300,Rhondda Cynon Taf,30/10/2011,24/05/2013,1160000.0,operational,147037.90277674992,False,False,0,2,2,Medium
3957,Good Energy (previously nPower Renewables),Hampole Wind Farm,Wind Onshore,8.0,Operational,Operational,South Yorkshire,Yorkshire and Humber,England,,449430,409145,Doncaster,17/06/2013,31/03/2014,302600.0,operational,193010.40620103295,False,False,0,1,1,Low
3958,Ventient (formerly Infinis),Blackstone Edge,Wind Onshore,7.5,Operational,Operational,South Yorkshire,Yorkshire and Humber,England,,419565,405226,Barnsley,01/07/2012,01/03/2013,443100.0,operational,222948.8979839924,False,False,0,1,1,Low
3961,Energia Renewables,Glenbuck,Wind Onshore,2.3,Operational,Operational,Co. Antrim,Northern Ireland,Northern Ireland,,118000,577300,Causeway Coast and Glens,01/04/2016,01/03/2017,875000.0,operational,96884.39228058112,False,False,0,0,0,Low
3962,Energia Renewables,Glenbuck,Wind Onshore,6.9,Operational,Operational,Co. Antrim,Northern Ireland,Northern Ireland,,118000,577300,Causeway Coast and Glens,01/04/2016,01/03/2017,298000.0,operational,96884.39228058112,False,False,0,1,1,Low
3963,Banks Renewables,Marr Windfarm,Wind Onshore,8.0,Operational,Operational,South Yorkshire,Yorkshire and Humber,England,,450491,404311,Doncaster,01/03/2011,18/01/2012,300000.0,operational,193131.97813341342,False,False,0,1,1,Low
3964,TNEI Services Ltd,Nissan Motors Plant Extn,Wind Onshore,2.0,Operational,Operational,Tyne and Wear,North East,England,,433385,557810,Sunderland,,01/04/2008,792800.0,operational,173164.38830475003,False,False,0,0,0,Low
3968,"Infinis, previously Broadview Energy",Hill of Fiddes,Wind Onshore,6.9,Operational,Operational,Grampian,Scotland,Scotland,,393495,824485,Aberdeenshire,01/07/2009,20/02/2010,461500.0,operational,148353.09457891693,False,False,0,1,1,Low
3969,TCI Renewables,Dunmore,Wind Onshore,21.0,Operational,Operational,Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,88015,585846,Causeway Coast and Glens,,25/04/2013,973600.0,operational,65739.95953358036,False,False,0,2,2,Medium
3971,Greencoat UK Wind,Cotton Farm,Wind Onshore,20.0,Operational,Operational,Cambridgeshire,Eastern,England,,523270,264130,Huntingdonshire,01/05/2012,31/03/2013,650000.0,operational,154887.87939706133,False,False,0,2,2,Medium
3972,Flimby Wind Energy Ltd,Land at Flimby Hall Farm ,Wind Onshore,6.2,Operational,Operational,Cumbria,North West,England,,302500,533500,Cumberland,01/04/2012,14/06/2013,400000.0,operational,286511.53013149666,False,False,0,1,1,Low
3976,Scottish Power Renewables,Carland Cross Wind Farm Repowering,Wind Onshore,20.0,Operational,Operational,Cornwall,South West,England,,184500,54500,Cornwall,23/01/2013,30/10/2013,27000.0,operational,32350.75535838148,False,False,0,2,2,Medium
3978,Greencoat UK Wind,Yelvertoft Wind Farm,Wind Onshore,16.0,Operational,Operational,Northamptonshire,East Midlands,England,,457887,275532,West Northamptonshire,01/06/2012,11/07/2013,50400.0,operational,201248.6671449768,False,False,0,2,2,Medium
3980,Eco2 /GreenCAT,Mains of Hatton,Wind Onshore,2.4,Operational,Operational,Grampian,Scotland,Scotland,,396115,858370,Aberdeenshire,01/11/2011,20/03/2012,210000.0,operational,137733.35940572427,False,False,0,0,0,Low
3981,Scottish Power Renewables,Whitelee Windfarm Extension Phase 1,Wind Onshore,108.0,Operational,Operational,Strathclyde,Scotland,Scotland,,256300,645000,Scottish Government (S36),01/12/2010,31/10/2012,,operational,216058.88528100564,False,False,0,2,2,Medium
3982,Scottish Equity Partners,Tilbury Docks,Wind Onshore,12.0,Operational,Operational,Essex,Eastern,England,,562450,175735,Thurrock,28/09/2012,25/03/2013,110000.0,operational,69105.74732188373,False,False,0,2,2,Medium
3984,Broadview Energy,Seamer Windfarm - Stockton on Tees,Wind Onshore,6.0,Operational,Operational,County Durham,North East,England,,448125,511235,Stockton-on-Tees,01/04/2012,01/11/2012,701700.0,operational,169948.47740600168,False,False,0,1,1,Low
3985,REG Windpower (previously  Cornwall Light & Power),South Sharpley Wind Farm (Revised),Wind Onshore,7.5,Operational,Operational,County Durham,North East,England,,438490,549675,County Durham,18/06/2012,23/01/2013,467200.0,operational,170145.14368263885,False,False,0,1,1,Low
3986,Banks Renewables,Armistead Wind Farm,Wind Onshore,12.0,Operational,Operational,Cumbria,North West,England,,358500,486900,Westmorland and Furness,01/03/2012,11/02/2013,273900.0,operational,262790.58385756885,False,False,0,2,2,Medium
3987,Energiekontor UK,Withernwick,Wind Onshore,18.0,Operational,Operational,Humberside,Yorkshire and Humber,England,,520325,440375,East Riding of Yorkshire,01/04/2012,19/03/2013,671800.0,operational,116715.49539596016,False,False,0,2,2,Medium
3988,Urras Oighreachd Ghabhsainn,Loch Sminig Wind Project,Wind Onshore,2.7,Operational,Operational,Western Isles,Scotland,Scotland,,137480,952680,Na h-Eileanan Siar,03/06/2013,15/09/2015,505200.0,operational,0.0,True,True,2,0,2,Medium
3992,Aeolian Holderness Ltd,Burton Pidsea (Wadworth Hill) Wind Farm,Wind Onshore,10.2,Operational,Operational,Humberside,Yorkshire and Humber,England,,524497,429743,East Riding of Yorkshire,05/07/2013,10/01/2014,22000.0,operational,115197.43612907027,False,False,0,2,2,Medium
4006,E.ON UK,Camster,Wind Onshore,50.0,Operational,Operational,Highland,Scotland,Scotland,,325800,947400,Scottish Government (S36),01/01/2012,09/02/2013,6834.0,operational,119578.20881301691,False,False,0,2,2,Medium
4008,Longearth Ltd/ Farm Energy,Bu Farm,Wind Onshore,2.7,Operational,Operational,Orkney Islands,Scotland,Scotland,,362283,1023560,Orkney Islands,,10/05/2002,445000.0,operational,81752.15069697208,False,False,0,0,0,Low
4009,Scottish and Southern Energy (SSE),Drumderg,Wind Onshore,36.8,Operational,Operational,Tayside,Scotland,Scotland,,324500,748500,Perth and Kinross,,09/11/2008,1338000.0,operational,233468.42607951295,False,False,0,2,2,Medium
4011,Scottish and Southern Energy (SSE)/ Greencoat UK Wind ,Clyde Wind Farm,Wind Onshore,350.0,Operational,Operational,Strathclyde,Scotland,Scotland,,302500,617500,Scottish Government (S36),,01/10/2012,397000.0,operational,267319.895081334,False,False,0,2,2,Medium
4013,RWE npower,Novar Wind Farm (Extension),Wind Onshore,36.8,Operational,Operational,Highland,Scotland,Scotland,,255500,871500,Highland,01/08/2010,17/09/2012,,operational,136475.15332770342,False,False,0,2,2,Medium
4014,Renewable Energy Systems (RES),Hill of Towie (Drummuir),Wind Onshore,48.0,Operational,Operational,Grampian,Scotland,Scotland,,320000,860000,Moray,01/09/2010,01/06/2012,,operational,185089.47313261233,False,False,0,2,2,Medium
4015,Scottish Power Renewables,Ewe Hill,Wind Onshore,13.8,Operational,Operational,Dumfries and Galloway,Scotland,Scotland,,315000,580000,Scottish Government (S36),10/09/2015,30/05/2016,343200.0,operational,282850.384187934,False,False,0,2,2,Medium
4019,Npower Renewables,Middlemoor,Wind Onshore,54.0,Operational,Operational,Northumberland,North East,England,,414765,622786,Northumberland,01/03/2012,30/09/2013,4900.0,operational,175763.32110511608,False,False,0,2,2,Medium
4021,Baillie Windfarm Ltd,Baillie Wind Farm,Wind Onshore,52.5,Operational,Operational,Highland,Scotland,Scotland,,302550,965650,Scottish Government (S36),01/07/2011,29/03/2013,1122.0,operational,90908.6037944919,False,False,0,2,2,Medium
4022,REG Windpower (previously Cornwall Light and Power),Braich Ddu,Wind Onshore,3.9,Operational,Operational,Gwynedd,Wales,Wales,,267500,301500,Gwynedd,,31/08/2007,1140000.0,operational,191540.75866585507,False,False,0,1,1,Low
4023,Greencoat UK Wind,Drone Hill,Wind Onshore,28.6,Operational,Operational,Borders,Scotland,Scotland,,383719,667227,Scottish Borders,01/04/2011,01/09/2012,233500.0,operational,195323.99085593998,False,False,0,2,2,Medium
4024,Scottish and Southern Energy (SSE),Tangy Wind Farm Extension/Tangy 2,Wind Onshore,6.0,Operational,Operational,Strathclyde,Scotland,Scotland,,177000,626200,Argyll and Bute,01/05/2006,17/06/2011,,operational,143151.59971948853,False,False,0,1,1,Low
4026,Vattenfall,Ray Wind Farm,Wind Onshore,54.4,Operational,Operational,Northumberland,North East,England,NE19 2,395550,587550,Northumberland,01/07/2015,05/02/2017,900000.0,operational,202821.88987096306,False,False,0,2,2,Medium
4027,Scottish and Southern Energy (SSE),Calliachar,Wind Onshore,32.2,Operational,Operational,Tayside,Scotland,Scotland,,285000,750000,Perth and Kinross,01/06/2012,30/09/2013,,operational,220010.2414021538,False,False,0,2,2,Medium
4028,Greenpower (Griffin) Ltd,Griffin Wind farm,Wind Onshore,156.0,Operational,Operational,Tayside,Scotland,Scotland,,293600,744600,Scottish Government (S36),01/07/2010,28/02/2012,3100.0,operational,229616.52384461623,False,False,0,2,2,Medium
4029,REG Windpower (previously Cornwall Light and Power),High Pow Farm ,Wind Onshore,3.9,Operational,Operational,Cumbria,North West,England,,323500,544500,Cumberland,,15/03/2007,3200.0,operational,283055.37792746426,False,False,0,1,1,Low
4031,K E Projects AF,St. Johns Hill,Wind Onshore,7.65,Operational,Operational,Grampian,Scotland,Scotland,,383500,777500,Aberdeenshire,,01/04/2013,17000.0,operational,169257.23961694466,False,False,0,1,1,Low
4032,Blue Energy,Blackcraig,Wind Onshore,52.9,Operational,Operational,Dumfries and Galloway,Scotland,Scotland,,270500,582500,Scottish Government (S36),10/01/2016,02/03/2018,363600.0,operational,244162.79303458426,False,False,0,2,2,Medium
4033,Devon Wind Power Ltd,Fullabrook Down Wind Farm,Wind Onshore,66.0,Operational,Operational,Devon,South West,England,,253055,141846,North Devon,01/07/2008,24/01/2012,,operational,106114.85837443887,False,False,0,2,2,Medium
4034,Renewables Infrastructure Group,Little Raith Farm,Wind Onshore,25.0,Operational,Operational,Fife,Scotland,Scotland,,322245,692552,Fife,01/09/2011,27/11/2012,710000.0,operational,248991.56757677018,False,False,0,2,2,Medium
4039,Pennant Wind Energy Ventures (PWEV),Pant y wal,Wind Onshore,25.0,Operational,Operational,Mid Glamorgan,Wales,Wales,,295886,191521,Bridgend,01/04/2012,01/06/2013,43700.0,operational,147382.33952149216,False,False,0,2,2,Medium
4041,Greencoat (formerly Energia Renewables),Crighshane,Wind Onshore,32.2,Operational,Operational,Co. Tyrone,Northern Ireland,Northern Ireland,,29021,542409,Derry City and Strabane,01/05/2011,30/06/2012,997400.0,operational,18230.451703996925,False,False,0,2,2,Medium
4042,Northern Wind Power,Townlands of Carrickatane,Wind Onshore,20.7,Operational,Operational,Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,66757,567963,Derry City and Strabane,01/12/2011,21/03/2013,,operational,49129.984591195556,False,False,0,2,2,Medium
4044,EDF/China General Nuclear Power Corporation,Green Rigg,Wind Onshore,36.0,Operational,Operational,Northumberland,North East,England,,392000,582000,Northumberland,01/12/2011,28/11/2012,135.0,operational,207592.2438179265,False,False,0,2,2,Medium
4047,Greencoat (formerly Energia Renewables),Church Hill,Wind Onshore,18.4,Operational,Operational,Co. Tyrone,Northern Ireland,Northern Ireland,,31711,543769,Derry City and Strabane,01/05/2011,01/06/2012,56000.0,operational,20538.58089338432,False,False,0,2,2,Medium
4048,ESB,Crockagarran,Wind Onshore,15.0,Operational,Operational,Co. Tyrone,Northern Ireland,Northern Ireland,,75726,528798,Fermanagh and Omagh,01/11/2009,29/09/2010,108000.0,operational,66809.85905029255,False,False,0,2,2,Medium
4051,E.ON UK,Rosehall Hill Forest Windfarm,Wind Onshore,24.7,Operational,Operational,Highland,Scotland,Scotland,,249550,903550,Highland,01/08/2011,28/02/2013,890300.0,operational,107502.19825079448,False,False,0,2,2,Medium
4053,Energia Renewables,Thornog Windfarm,Wind Onshore,9.2,Operational,Operational,Co. Tyrone,Northern Ireland,Northern Ireland,,41160,537686,Fermanagh and Omagh,13/06/2014,22/09/2014,311400.0,operational,31127.45399832369,False,False,0,2,2,Medium
4054,Scottish and Southern Energy (SSE),Slieve Divena Phase 2 Wind Farm,Wind Onshore,18.8,Operational,Operational,Co. Tyrone,Northern Ireland,Northern Ireland,BT79,69602,524593,Fermanagh and Omagh,30/05/2016,16/02/2017,2000.0,operational,61808.559775447764,False,False,0,2,2,Medium
4055,I & H Brown Ltd,Bankend Rig,Wind Onshore,14.3,Operational,Operational,Strathclyde,Scotland,Scotland,,265553,633692,South Lanarkshire,09/01/2012,27/03/2013,635200.0,operational,227650.70787844705,False,False,0,2,2,Medium
