Ref ID,Operator (or Applicant),Site Name,Technology Type,Installed Capacity (MWelec),Development Status,Development Status (short),County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Under Construction,Operational,Solar Site Area (sqm),development_status_clean,distance_to_boundary_m,within_5km_boundary_proxy,within_10km_boundary_proxy,proximity_score,capacity_score,preliminary_exposure_score,screening_category
1659,Unknown,Week Farm Solar Park,Solar Photovoltaics,3.3,Operational,Operational,Devon,South West,England,EX38 7HU,251218,119059,Torridge,,28/03/2014,,operational,84017.62823405095,False,False,0,1,1,Low
1661,Lightsource Renewable Energy,Langton Farm Solar park,Solar Photovoltaics,4.4,Operational,Operational,Dyfed,Wales,Wales,,194473,233813,Pembrokeshire,28/10/2015,03/12/2015,200800.0,operational,102569.6824242137,False,False,0,1,1,Low
1663,AEE Renewables,Says Court Farm solar park,Solar Photovoltaics,19.8,Operational,Operational,Avon,South West,England,,368922,181730,South Gloucestershire,,31/03/2014,,operational,124760.61008210236,False,False,0,2,2,Medium
1667,Lark Energy,Ketton solar farm,Solar Photovoltaics,9.0,Operational,Operational,Leicestershire,East Midlands,England,PE9 3SZ,497610,306126,Rutland,11/10/2013,31/03/2014,,operational,170769.2659817821,False,False,0,2,2,Medium
1669,Manor of Cadland,The Manor of Cadland Estate - extension,Solar Photovoltaics,3.0,Operational,Operational,Hampshire,South East,England,,445200,101300,New Forest,,07/02/2014,,operational,32049.093905985552,False,False,0,0,0,Low
1671,United Photovoltaics,Rowles Farm solar park,Solar Photovoltaics,13.0,Operational,Operational,Oxfordshire,South East,England,OX5,453433,216448,Cherwell,01/12/2014,14/03/2015,,operational,143898.19263214126,False,False,0,2,2,Medium
1672,Lightsource Renewable Energy,Ryston Estate Solar Park,Solar Photovoltaics,4.8,Operational,Operational,Norfolk,Eastern,England,PE38 0AE,562344,302319,King's Lynn and West Norfolk,06/08/2014,07/05/2015,,operational,108807.60493771978,False,False,0,1,1,Low
1673,Lightsource Renewable Energy,Reaches Farm Solar Park,Solar Photovoltaics,6.1,Operational,Operational,Norfolk,Eastern,England,,573913,298817,King's Lynn and West Norfolk,,21/03/2014,,operational,98406.49567412648,False,False,0,1,1,Low
1681,Belltown Power,Watchfield Lawn,Solar Photovoltaics,10.2,Operational,Operational,Somerset,South West,England,,334135,147772,Somerset,07/11/2013,12/03/2014,22700.0,operational,97529.33882625756,False,False,0,2,2,Medium
1694,Innova Renewables Limited,Bicker Fen (previously Manor Farm),Solar Photovoltaics,22.6,Operational,Operational,Lincolnshire,East Midlands,England,PE24 5AY,546683,363395,East Lindsey,,12/03/2024,480000.0,operational,109462.20994317577,False,False,0,2,2,Medium
1699,Smarter Energy Solutions,Witches Solar Farm,Solar Photovoltaics,5.0,Operational,Operational,Hereford and Worcester,West Midlands,England,HR2 6QJ,353748,230751,"Herefordshire, County of",,19/02/2013,,operational,175698.56085909894,False,False,0,1,1,Low
1713,Lightsource Renewable Energy,Burntstalk Solar Park,Solar Photovoltaics,11.5,Operational,Operational,Norfolk,Eastern,England,,577721,311630,Breckland,,30/03/2013,117000.0,operational,91654.71092930161,False,False,0,2,2,Medium
1714,Lightsource Renewable Energy,Claypit Moor Solar Farm (Lexham),Solar Photovoltaics,7.9,Operational,Operational,Norfolk,Eastern,England,,587463,319985,Breckland,,29/03/2013,226400.0,operational,80202.29098498951,False,False,0,1,1,Low
1715,Private Developer,Holton Airfield,Solar Photovoltaics,11.0,Operational,Operational,Suffolk,Eastern,England,,640162,279467,East Suffolk,,19/12/2013,83000.0,operational,38677.57624178402,False,False,0,2,2,Medium
1716,IKAROS SOLAR LIMITED,Goose Willow Farm,Solar Photovoltaics,11.5,Operational,Operational,Oxfordshire,South East,England,OX13 6AP,444604,193209,Vale of White Horse,31/07/2013,23/12/2013,81000.0,operational,122599.43448786452,False,False,0,2,2,Medium
1717,Lightsource Renewable Energy,Chediston Hall Solar Park,Solar Photovoltaics,12.3,Operational,Operational,Suffolk,Eastern,England,,636663,278367,East Suffolk,04/01/2013,24/05/2013,,operational,42337.90865879869,False,False,0,2,2,Medium
1718,Elgin Energy EsCo,Burthy Farm,Solar Photovoltaics,10.0,Operational,Operational,Cornwall,South West,England,TR8 5BN,190555,55377,Cornwall,01/12/2014,20/03/2015,,operational,32137.12153700374,False,False,0,2,2,Medium
1719,Munich RE,Caeremlyn Solar Farm,Solar Photovoltaics,18.0,Operational,Operational,Dyfed,Wales,Wales, SA34 0SS,218627,217644,Carmarthenshire,12/02/2014,31/03/2014,,operational,121273.72149647826,False,False,0,2,2,Medium
1720,TGC Renewables,Hazard Farm,Solar Photovoltaics,6.4,Operational,Operational,Devon,South West,England,TQ9 7LN,274991,59302,South Hams,,31/03/2014,299900.0,operational,20985.74866847781,False,False,0,1,1,Low
1721,R S Assemblies Limited,Home Farm (Merton - solar),Solar Photovoltaics,18.3,Operational,Operational,Oxfordshire,South East,England,,459052,218811,Cherwell,,12/11/2013,,operational,145224.40483468398,False,False,0,2,2,Medium
1723,Lightsource Renewable Energy,Rudge Hill Farm,Solar Photovoltaics,1.5,Operational,Operational,Dorset,South West,England,,378118,112656,Dorset,03/09/2013,25/10/2013,580000.0,operational,55152.18487022455,False,False,0,0,0,Low
1724,AEE Renewables,Sevor Farm,Solar Photovoltaics,9.3,Operational,Operational,Wiltshire,South West,England,SN3 4SL,419764,188194,Swindon,30/09/2013,30/11/2013,190000.0,operational,122081.22901138596,False,False,0,2,2,Medium
1725,Steadfast Marsh Solar - Innogy (previously BELECTRIC Solar),Marsh Farm,Solar Photovoltaics,14.0,Operational,Operational,Wiltshire,South West,England,SN16 9SR,392426,191961,Wiltshire,,22/01/2014,,operational,130649.25312143222,False,False,0,2,2,Medium
1726,Inazin Power Ltd,Four Burrows Solar farm (Extension 1),Solar Photovoltaics,1.5,Operational,Operational,Cornwall,South West,England,,176618,49601,Cornwall,,23/02/2014,346000.0,operational,28704.02662784942,False,False,0,0,0,Low
1727,Sunsave 9 (Old Rides) Ltd/ Vogt solar,Old Rides solar Farm,Solar Photovoltaics,8.0,Operational,Operational,Kent,South East,England,,599732,169890,Swale,01/08/2013,15/01/2014,236000.0,operational,41270.28469213777,False,False,0,1,1,Low
1728,35 Degrees,Parabel North Beer Solar Farm,Solar Photovoltaics,6.8,Operational,Operational,Cornwall,South West,England,PL15 8NP,230442,91828,Cornwall,,31/03/2013,73000.0,operational,60914.818340098536,False,False,0,1,1,Low
1729,Private Developer,Crockers Hele,Solar Photovoltaics,1.3,Operational,Operational,Devon,South West,England,EX20 3QN,252587,106849,West Devon,,15/09/2013,325000.0,operational,71758.77725947306,False,False,0,0,0,Low
1730,Bentley Motor Cars Ltd,Bentley Motors Ltd 1,Solar Photovoltaics,5.1,Operational,Operational,Cheshire,North West,England,,368446,356533,Cheshire East,15/12/2012,21/03/2013,154000.0,operational,284199.2371525076,False,False,0,1,1,Low
1731,Northwick Power Ltd,Northwick Estate (Extension),Solar Photovoltaics,2.2,Operational,Operational,Gloucestershire,South West,England,,413600,235700,Cotswold,,31/05/2013,463000.0,operational,169926.2265576892,False,False,0,0,0,Low
1732,Blenheim Farm,North Of Field Barn,Solar Photovoltaics,1.0,Operational,Operational,Oxfordshire,South East,England,,436126,236972,Cherwell,01/06/2014,01/08/2014,,operational,167172.53889672272,False,False,0,0,0,Low
1735,Rockfire Capital ,Wroughton Airfield Solar Park,Solar Photovoltaics,41.0,Operational,Operational,Wiltshire,South West,England,,413114,179071,Swindon,11/02/2016,31/03/2016,210000.0,operational,114286.06755529369,False,False,0,2,2,Medium
1736,Munich RE,Forest Heath Solar Farm,Solar Photovoltaics,5.0,Operational,Operational,Suffolk,Eastern,England,,563237,267275,West Suffolk,,04/02/2014,673200.0,operational,116291.75913996596,False,False,0,1,1,Low
1737,Anesco,Abbey Farm,Solar Photovoltaics,9.0,Operational,Operational,Cambridgeshire,Eastern,England,,520021,281612,Huntingdonshire,,19/03/2014,107500.0,operational,154845.95452095018,False,False,0,2,2,Medium
1743,Mells Park Trust,Land at Soho Farm,Solar Photovoltaics,1.5,Operational,Operational,Somerset,South West,England,BA3 5RD,369602,148085,Somerset,15/11/2013,24/03/2014,59600.0,operational,91530.85445968367,False,False,0,0,0,Low
1744,Cyrasol Ecotec ,Land South West Of Apollo Business Park,Solar Photovoltaics,1.7,Operational,Operational,Oxfordshire,South East,England,,440058,242501,Cherwell,15/02/2014,15/04/2014,165000.0,operational,171914.269277284,False,False,0,0,0,Low
1746,3C Energy/Conergy,Manor Farm (Monmouthshire),Solar Photovoltaics,10.5,Operational,Operational,Gwent,Wales,Wales,,336338,215519,Monmouthshire,18/04/2016,23/06/2016,98000.0,operational,163805.01944559187,False,False,0,2,2,Medium
1747,Community Power Ltd,Land at Mill Farm,Solar Photovoltaics,1.0,Operational,Operational,Somerset,South West,England,BS28 4AR,342716,148091,Somerset,21/10/2013,04/11/2013,29900.0,operational,96317.44129765696,False,False,0,0,0,Low
1748,Anesco,Land at East Farm,Solar Photovoltaics,6.8,Operational,Operational,Wiltshire,South West,England,,398727,142115,Wiltshire,09/10/2013,09/11/2013,84400.0,operational,80477.1847661174,False,False,0,1,1,Low
1750,TGC Renewables,New Rendy Farm,Solar Photovoltaics,4.8,Operational,Operational,Somerset,South West,England,,315819,123804,Somerset,,15/12/2013,,operational,77200.11050536309,False,False,0,1,1,Low
1751,Green Hedge (BayWa r.e.),Reydon Farm,Solar Photovoltaics,3.9,Operational,Operational,Suffolk,Eastern,England,,648509,277624,East Suffolk,20/01/2014,15/03/2015,105000.0,operational,31010.275810151397,False,False,0,1,1,Low
1752,TGC Renewables,Copley Farm,Solar Photovoltaics,30.0,Operational,Operational,Lincolnshire,East Midlands,England,NG23 5AT,484930,347958,South Kesteven,28/06/2015,13/01/2016,,operational,173114.84504837007,False,False,0,2,2,Medium
1753,Lark Energy,Ellough Airfield (Ellough 2 extension),Solar Photovoltaics,10.0,Operational,Operational,Suffolk,Eastern,England,NR34 7UH,645184,288436,East Suffolk,01/05/2015,31/03/2016,,operational,31662.84214764051,False,False,0,2,2,Medium
1754,British Solar Renewables,Nanteague Farm,Solar Photovoltaics,7.7,Operational,Operational,Cornwall,South West,England,TR4 9DH,179708,49721,Cornwall,22/10/2014,05/02/2015,110000.0,operational,28499.992436710072,False,False,0,1,1,Low
1755,Lark Energy,Grange Farm (Burton Pedwardine),Solar Photovoltaics,15.0,Operational,Operational,Lincolnshire,East Midlands,England,,510532,342920,North Kesteven,10/06/2013,30/04/2014,108000.0,operational,149451.09552998273,False,False,0,2,2,Medium
1756,Telford and Wrekin Borough Council,Wheat Leasows Solar Park,Solar Photovoltaics,4.0,Operational,Operational,Shropshire,West Midlands,England,TF6 6DS,367250,313787,Telford and Wrekin,01/09/2014,01/12/2014,145800.0,operational,255010.49028405632,False,False,0,1,1,Low
1757,NextEnergy Solar Fund (NESF),Honington Solar Farm,Solar Photovoltaics,13.6,Operational,Operational,Suffolk,Eastern,England,,590071,274942,West Suffolk,,31/03/2014,226300.0,operational,88403.74423454615,False,False,0,2,2,Medium
1758,Lightsource Renewable Energy (BNRG Renewables),Hill Farm Solar Park,Solar Photovoltaics,10.2,Operational,Operational,Isle of Wight,South East,England,,461387,89012,Isle of Wight,,30/05/2014,88000.0,operational,17078.651707207486,False,False,0,2,2,Medium
1761,Foresight,Homeland Solar Farm,Solar Photovoltaics,13.2,Operational,Operational,Dorset,South West,England,BH21 6QZ,409618,105289,Dorset,01/12/2013,01/03/2014,171300.0,operational,42301.471312808026,False,False,0,2,2,Medium
1762,The Solar Building Company Ltd,East Fairlee,Solar Photovoltaics,7.3,Operational,Operational,Isle of Wight,South East,England,PO30 2LB,460993,90461,Isle of Wight,13/05/2014,12/02/2015,191100.0,operational,18574.61920340327,False,False,0,1,1,Low
1763,MS Power Projects Ltd,Fairwind Farm,Solar Photovoltaics,10.0,Operational,Operational,Essex,Eastern,England,,565725,187731,Thurrock,23/06/2014,30/09/2014,,operational,77147.06107383732,False,False,0,2,2,Medium
1764,juwi Renewable Energies,Redlands Farm,Solar Photovoltaics,6.2,Operational,Operational,Somerset,South West,England,TA7,342751,135160,Somerset,01/09/2014,18/02/2015,207800.0,operational,83586.28262449926,False,False,0,1,1,Low
1765,Sunsave,Fenton Home Farm,Solar Photovoltaics,31.3,Operational,Operational,Dyfed,Wales,Wales,SA62 4PY,198922,217459,Pembrokeshire,04/06/2014,12/09/2014,307800.0,operational,102294.7215699201,False,False,0,2,2,Medium
1766,Octopus Investment,Abbots Ripton Solar Farm,Solar Photovoltaics,24.7,Operational,Operational,Cambridgeshire,Eastern,England,,522746,277158,Huntingdonshire,,27/03/2014,168000.0,operational,153260.90999850945,False,False,0,2,2,Medium
1767,Solar Century,South Lees Farm,Solar Photovoltaics,11.0,Operational,Operational,Kent,South East,England,ME12 3SW,595301,170696,Swale,14/02/2014,22/06/2014,,operational,44806.12682075087,False,False,0,2,2,Medium
1768,Bluefield Solar Income Fund ,Southwick Estate,Solar Photovoltaics,48.0,Operational,Operational,Hampshire,South East,England,PO17 6ET,464724,109837,Winchester,10/12/2014,10/03/2015,266000.0,operational,36978.42810953768,False,False,0,2,2,Medium
1769,Lightsource Renewable Energy,Waterloo solar park,Solar Photovoltaics,14.6,Operational,Operational,Bedfordshire,Eastern,England,SG19 2JW,519401,251547,Central Bedfordshire,05/01/2015,19/03/2015,133000.0,operational,152776.32284454323,False,False,0,2,2,Medium
1772,Lark Energy,Ketton solar farm - phase 2,Solar Photovoltaics,3.0,Operational,Operational,Leicestershire,East Midlands,England,PE9 3SZ,497610,306126,Rutland,01/08/2014,10/01/2015,589000.0,operational,170769.2659817821,False,False,0,0,0,Low
1774,Anesco,Oak Cottage,Solar Photovoltaics,4.9,Operational,Operational,Dyfed,Wales,Wales,SA62 4PR,202911,217724,Pembrokeshire,01/07/2015,21/08/2015,631400.0,operational,106200.03983148663,False,False,0,1,1,Low
1775,BNRG Renewables,Sycamore Farm,Solar Photovoltaics,20.0,Operational,Operational,Kent,South East,England,,601943,125385,Folkestone and Hythe,11/02/2014,30/05/2014,182100.0,operational,6434.185569904081,False,True,1,2,3,Medium
1776,KS SPV21 Ltd,North Wayton Farm,Solar Photovoltaics,5.0,Operational,Operational,Cornwall,South West,England,PL12 6QQ,242671,62588,Cornwall,,31/03/2014,58100.0,operational,29966.302620931627,False,False,0,1,1,Low
1777,Lightsource BP,South Creake Solar Farm,Solar Photovoltaics,26.0,Operational,Operational,Norfolk,Eastern,England,NR21 9NX,586656,332974,King's Lynn and West Norfolk,16/11/2015,11/03/2016,197000.0,operational,77890.59820046341,False,False,0,2,2,Medium
1781,Rockfire Capital ,Pen Y Cae solar farm,Solar Photovoltaics,6.9,Operational,Operational,Dyfed,Wales,Wales,SA18 3BJ,260143,211806,Carmarthenshire,03/11/2014,26/03/2015,172000.0,operational,159528.04093714504,False,False,0,1,1,Low
1783,Elgin Energy EsCo,Rose And Crown Farm,Solar Photovoltaics,30.0,Operational,Operational,Norfolk,Eastern,England,,548479,314975,King's Lynn and West Norfolk,26/11/2015,18/03/2016,370100.0,operational,119257.04979583004,False,False,0,2,2,Medium
1784,NESF (formerly A C Crocker Properties Ltd),Wickfield Farm,Solar Photovoltaics,5.0,Operational,Operational,Wiltshire,South West,England,SN4 8QR,409055,182523,Wiltshire,02/01/2017,21/03/2017,48000.0,operational,118404.80074192506,False,False,0,1,1,Low
1785,Green Switch Solutions,Rookery Farm,Solar Photovoltaics,3.8,Operational,Operational,West Sussex,South East,England,PO22 8NN,497086,101635,Arun,01/03/2015,30/03/2015,135600.0,operational,23152.74600320221,False,False,0,1,1,Low
1787,Private Developer,Seaview Farm,Solar Photovoltaics,1.7,Operational,Operational,Mid Glamorgan,Wales,Wales,CF36 5TB,282372,178754,Bridgend,01/05/2016,30/03/2016,250000.0,operational,137221.75680294892,False,False,0,0,0,Low
1788,Chelveston Renewable Energy,Chelveston Airfield - extension,Solar Photovoltaics,3.5,Operational,Operational,Bedfordshire,Eastern,England,,501045,268135,Bedford,30/06/2014,30/09/2014,166300.0,operational,176486.9661228106,False,False,0,1,1,Low
1789,Lightsource Renewable Energy,Knockcairn Road,Solar Photovoltaics,6.5,Operational,Operational,Co. Antrim,Northern Ireland,Northern Ireland,BT29 4UE,131013,531722,Antrim and Newtownabbey,21/11/2016,15/03/2017,315800.0,operational,119966.49499128784,False,False,0,1,1,Low
1804,NESF (formerly Green Energy Networks),Huddlesford Farm,Solar Photovoltaics,1.0,Operational,Operational,Staffordshire,West Midlands,England,WS13 8PY,415272,309606,Lichfield,04/01/2016,15/04/2016,,operational,242357.17782779183,False,False,0,0,0,Low
1806,NESF (formerly Green Energy Networks),Park Lane,Solar Photovoltaics,1.0,Operational,Operational,Staffordshire,West Midlands,England,WS13 8QB,415990,309615,Lichfield,16/11/2015,04/04/2016,760000.0,operational,242238.36461532235,False,False,0,0,0,Low
1811,BE Renewables,Gypsom Solar Farm,Solar Photovoltaics,5.0,Operational,Operational,Leicestershire,East Midlands,England,LE12 8GB,459770,316156,Charnwood,31/01/2017,31/03/2017,415000.0,operational,205128.7641542632,False,False,0,1,1,Low
1813,Munich RE,Polmaugan Farm,Solar Photovoltaics,5.0,Operational,Operational,Cornwall,South West,England,PL22 0LS,210935,62242,Cornwall,,03/07/2014,,operational,35268.89226706068,False,False,0,1,1,Low
1815,NextEnergy Solar Fund,Land at Gilley's Mill Dam,Solar Photovoltaics,5.0,Operational,Operational,Cornwall,South West,England,,197848,58800,Cornwall,21/12/2015,21/03/2016,776000.0,operational,34208.78278233657,False,False,0,1,1,Low
1816,Laurence Associates,East Lenham Solar Farm,Solar Photovoltaics,6.6,Operational,Operational,Kent,South East,England,ME17 2DP,589450,151072,Maidstone,01/02/2014,30/03/2014,,operational,33961.381738017866,False,False,0,1,1,Low
1817,Foresight,Steventon Solar Park,Solar Photovoltaics,10.0,Operational,Operational,Oxfordshire,South East,England,,444299,192928,Vale of White Horse,15/03/2014,19/06/2014,333000.0,operational,122377.1454141638,False,False,0,2,2,Medium
1818,Lightsource Renewable Energy,Westwood Farm Solar Park,Solar Photovoltaics,5.1,Operational,Operational,Nottinghamshire,East Midlands,England,NG22 0PF,471765,370062,Bassetlaw,27/09/2014,12/01/2015,179000.0,operational,180632.88083201126,False,False,0,1,1,Low
1820,Lightsource BP,Meadow Farm solar park,Solar Photovoltaics,6.0,Operational,Operational,Norfolk,Eastern,England,,572611,296975,King's Lynn and West Norfolk,30/11/2013,31/03/2014,,operational,100109.9548590638,False,False,0,1,1,Low
1823,Lightsource Renewable Energy,Sutton Mawr Farm,Solar Photovoltaics,7.5,Operational,Operational,South Glamorgan,Wales,Wales,CF62 3AA,307823,169675,Vale of Glamorgan,,04/03/2014,328700.0,operational,123761.91651394295,False,False,0,1,1,Low
1824,Good Energy Generation,Carloggas Farm Solar Park,Solar Photovoltaics,8.3,Operational,Operational,Cornwall,South West,England,PL26 7RA,195504,54111,Cornwall,01/10/2014,17/03/2015,27185.0,operational,30011.299227610318,False,False,0,1,1,Low
1826,juwi Renewable Energies,Lincoln Farm,Solar Photovoltaics,11.4,Operational,Operational,Lincolnshire,East Midlands,England,PE24 5AT,547402,362881,East Lindsey,01/05/2016,25/03/2016,,operational,108886.4180633804,False,False,0,2,2,Medium
1827,Next Energy Solar Fund,Llwyn Du Solar Farm,Solar Photovoltaics,8.0,Operational,Operational,Dyfed,Wales,Wales,,227279,248567,Ceredigion,01/09/2014,26/02/2015,240000.0,operational,138184.7650243073,False,False,0,1,1,Low
1828,Lumicity,West Hill Farm (solar),Solar Photovoltaics,7.3,Operational,Operational,Devon,South West,England,EX34 8NF,250572,140713,North Devon,,29/07/2014,,operational,105441.42342036912,False,False,0,1,1,Low
1832,Bluefield Solar,Elms Farm,Solar Photovoltaics,29.0,Operational,Operational,Oxfordshire,South East,England,,441630,189754,Vale of White Horse,01/12/2014,16/03/2015,,operational,119728.3084956905,False,False,0,2,2,Medium
1834,Good Energy Generation,Rock Farm / Goldborough Farm (Rookwood),Solar Photovoltaics,5.0,Operational,Operational,Wiltshire,South West,England,SN4 7QX,408374,180086,Wiltshire,01/01/2015,02/03/2015,150700.0,operational,116127.7267966084,False,False,0,1,1,Low
1835,Inazin Energy Limited / Low Carbon,Great Wilbraham Solar Farm,Solar Photovoltaics,38.1,Operational,Operational,Cambridgeshire,Eastern,England,CB21 5JW,555282,256460,South Cambridgeshire,19/09/2014,31/03/2015,212000.0,operational,122793.95635578323,False,False,0,2,2,Medium
1836,Lightsource Renewable Energy,Somerton Door Farm,Solar Photovoltaics,8.7,Operational,Operational,Somerset,South West,England,TA11 6JA,347036,130048,Somerset,18/08/2014,01/03/2015,57800.0,operational,77793.81697575386,False,False,0,2,2,Medium
1838,HB & CH Barker Ltd,Barugh Farm,Solar Photovoltaics,5.0,Operational,Operational,North Yorkshire,Yorkshire and Humber,England,HG4 5NA,433028,475596,North Yorkshire,01/12/2015,15/01/2016,105000.0,operational,193103.73185316357,False,False,0,1,1,Low
1840,INRG,Lains Farm,Solar Photovoltaics,5.0,Operational,Operational,Hampshire,South East,England,SP11 8PU,427233,144461,Test Valley,01/05/2016,24/03/2016,161000.0,operational,77717.0599280499,False,False,0,1,1,Low
1842,Conergy,Great Seabrook Farm,Solar Photovoltaics,5.0,Operational,Operational,Buckinghamshire,South East,England,LU7 9AA,493192,217705,Buckinghamshire,15/05/2015,28/09/2015,266000.0,operational,136385.69140425744,False,False,0,1,1,Low
1843,Anesco,Cotgrave solar farm,Solar Photovoltaics,4.9,Operational,Operational,Nottinghamshire,East Midlands,England,,463974,336042,Rushcliffe,15/05/2015,15/07/2015,259000.0,operational,196306.80398467497,False,False,0,1,1,Low
1846,NextEnergy,Parkview solar park,Solar Photovoltaics,6.5,Operational,Operational,Devon,South West,England,,276015,68671,South Hams,01/02/2015,31/03/2015,168000.0,operational,30023.366322261772,False,False,0,1,1,Low
1848,British Solar Renewables,Overton,Solar Photovoltaics,4.0,Operational,Operational,Hampshire,South East,England,,450772,150312,Basingstoke and Deane,01/10/2015,15/12/2015,242300.0,operational,79289.2779595773,False,False,0,1,1,Low
1850,INRG Solar,Lower Basset Down Farm,Solar Photovoltaics,10.5,Operational,Operational,Wiltshire,South West,England,SN4 9QP,414571,180637,Swindon,20/11/2015,18/03/2016,616000.0,operational,115568.03856240855,False,False,0,2,2,Medium
1862,Lightsource Renewable Energy,Morfa Farm,Solar Photovoltaics,2.0,Operational,Operational,Vale of Glamorgan,Wales,Wales,CF61 2YT,295957,170244,Vale of Glamorgan,18/10/2016,19/12/2016,101800.0,operational,126431.7790896911,False,False,0,0,0,Low
1864,British Solar Renewables,Barton Close Farm,Solar Photovoltaics,5.5,Operational,Operational,Devon,South West,England,EX33 1HX,248058,141648,North Devon,10/06/2015,15/02/2016,346000.0,operational,106808.54560451132,False,False,0,1,1,Low
1865,Lightsource Renewable Energy,Wiggin Hill Solar Farm - Phase 1,Solar Photovoltaics,6.8,Operational,Operational,Cambridgeshire,Eastern,England,PE27 3L,531033,274808,Huntingdonshire,14/11/2014,14/03/2015,278300.0,operational,145772.70534810258,False,False,0,1,1,Low
1872,Primrose Solar,Wilton Farm (pv),Solar Photovoltaics,9.5,Operational,Operational,Cornwall,South West,England,PL12 5BX,231050,58450,Cornwall,01/01/2015,01/06/2015,392000.0,operational,27960.610422376332,False,False,0,2,2,Medium
1874,British Solar Renewables,Canada Farm,Solar Photovoltaics,8.3,Operational,Operational,Dorset,South West,England,,384027,104272,Dorset,23/07/2014,02/12/2014,380000.0,operational,45851.09245369403,False,False,0,1,1,Low
1875,TGC Renewables,Hoback Farm,Solar Photovoltaics,13.1,Operational,Operational,Cambridgeshire,Eastern,England,SG8 5QB,535036,248586,South Cambridgeshire,01/08/2014,01/11/2014,183000.0,operational,137449.43532595242,False,False,0,2,2,Medium
1876,Innogy (previously BELECTRIC Solar),The Rainbows Solar Farm,Solar Photovoltaics,4.0,Operational,Operational,Gloucestershire,South West,England,,409627,241319,Cotswold,,31/03/2014,432100.0,operational,176162.13511604664,False,False,0,1,1,Low
1878,NextEnergy Capital,Salcey Solar Farm,Solar Photovoltaics,5.0,Operational,Operational,Buckinghamshire,South East,England,MK16 8LP,485184,250544,Milton Keynes,01/06/2014,25/09/2014,223350.0,operational,169536.29337573936,False,False,0,1,1,Low
1884,Mosscliff Environmental,Hillsmoor Solar Farm,Solar Photovoltaics,1.2,Operational,Operational,Devon,South West,England,EX20 3LE,253079,103374,West Devon,15/05/2017,27/07/2017,56000.0,operational,68251.66984854142,False,False,0,0,0,Low
1885,Trina Solar,Desford Solar Farm,Solar Photovoltaics,5.0,Operational,Operational,Leicestershire,East Midlands,England,LE9 2BF,450270,304950,Hinckley and Bosworth,15/11/2015,23/03/2016,153800.0,operational,217025.58560316198,False,False,0,1,1,Low
1886,Wessex Solar Energy,Iwood Lane Solar Farm,Solar Photovoltaics,8.0,Operational,Operational,Avon,South West,England,BS40 5AA,345000,162550,North Somerset,,19/12/2014,,operational,110139.90166083002,False,False,0,1,1,Low
1889,Anesco,Playters Solar Farm,Solar Photovoltaics,8.6,Operational,Operational,Suffolk,Eastern,England,NR34 7TN,643920,288420,East Suffolk,15/05/2015,26/02/2016,224000.0,operational,32894.2374248217,False,False,0,2,2,Medium
1890,Sun Spirit,Bypass Nurseries Solar Farm,Solar Photovoltaics,3.3,Operational,Operational,Hereford and Worcester,West Midlands,England,,405573,244904,Wychavon,,28/07/2014,227300.0,operational,180410.85978663116,False,False,0,1,1,Low
1892,Warrington Council,Warrington Home Solar Scheme,Solar Photovoltaics,5.3,Operational,Operational,Cheshire,North West,England,,360000,388000,Warrington,01/08/2014,01/01/2016,403200.0,operational,284902.91380965285,False,False,0,1,1,Low
1893,Babergh District Council,Babergh Home Solar Scheme,Solar Photovoltaics,2.8,Operational,Operational,Suffolk,Eastern,England,,602000,243000,Babergh,04/07/2014,01/06/2016,168500.0,operational,74951.42226126122,False,False,0,0,0,Low
1894,Mid Suffolk District Council,Mid Suffolk Home Solar Scheme,Solar Photovoltaics,4.8,Operational,Operational,Suffolk,Eastern,England,,608000,255000,Mid Suffolk,01/07/2014,30/01/2016,181670.0,operational,74647.31799516946,False,False,0,1,1,Low
1895,Equitix,Garn Solar Farm,Solar Photovoltaics,7.4,Operational,Operational,South Glamorgan,Wales,Wales,CF71 7DP,303612,173658,Vale of Glamorgan,,12/05/2014,,operational,128430.21542175989,False,False,0,1,1,Low
1896,Trethosa Solar Ltd,Trethosa Farm Solar Park,Solar Photovoltaics,4.8,Operational,Operational,Cornwall,South West,England,PL26 7QH,193895,54659,Cornwall,29/07/2015,09/10/2015,184000.0,operational,30836.66769823081,False,False,0,1,1,Low
1897,Lumicity,Garvinack Farm Solar Park,Solar Photovoltaics,7.0,Operational,Operational,Cornwall,South West,England,TR4 9EP,177804,47967,Cornwall,01/01/2015,31/03/2015,,operational,27112.499791283804,False,False,0,1,1,Low
1898,Juwi Renewable Energies,Caswell Farm Solar Park,Solar Photovoltaics,6.7,Operational,Operational,Dorset,South West,England,DT9 6JP,358160,109979,Dorset,23/01/2016,23/03/2016,178000.0,operational,56066.63822877324,False,False,0,1,1,Low
1899,Private Developer,Epwell Grounds Farm solar park,Solar Photovoltaics,7.0,Operational,Operational,Oxfordshire,South East,England,OX15 6HF,436715,241041,Cherwell,13/10/2014,10/12/2014,,operational,171071.96455165296,False,False,0,1,1,Low
1900,Canadian Solar,Pant-Y-Moch Farm,Solar Photovoltaics,5.0,Operational,Operational,West Glamorgan,Wales,Wales,SA14 2UT,277876,190467,Neath Port Talbot,01/11/2015,06/01/2016,81000.0,operational,149547.5493291859,False,False,0,1,1,Low
