Ref ID,Operator (or Applicant),Site Name,Technology Type,Installed Capacity (MWelec),Development Status,Development Status (short),County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Under Construction,Operational,Solar Site Area (sqm),development_status_clean
5389,Novus Solar Developments,Land at Morfa Camp,Solar Photovoltaics,2.80,Operational,Operational,Gwynedd,Wales,Wales,LL36 9BH,258062,301195,Gwynedd,05/01/2016,20/03/2016,386000.0,operational
5391,Murex Energy,Land South of Pogmore Spinney,Solar Photovoltaics,5.00,Operational,Operational,Warwickshire,West Midlands,England,CV9 2LA,427328,289035,North Warwickshire,23/01/2017,30/03/2017,,operational
5393,Greencoat (formerly 3R Energy/Blue Energy) / BayWa r.e,Douglas West and Dalquhandy Renewable Energy Project,Wind Onshore,45.00,Operational,Operational,South Lanarkshire,Scotland,Scotland,ML11 0,280968,634257,South Lanarkshire,28/03/2021,01/01/2023,238900.0,operational
5394,FR Solar Kent PV,Abbey Fields Farm,Solar Photovoltaics,5.30,Operational,Operational,Kent,South East,England,ME13 8HX,602383,161735,Swale,30/01/2016,30/03/2016,1028900.0,operational
5395,PEC Renewables,Ernesettle Solar Farm,Solar Photovoltaics,4.10,Operational,Operational,Devon,South West,England,PL5 2ET,245039,59158,Plymouth,11/01/2016,23/03/2016,2900.0,operational
5396,Navitas Project,SPF Thirty Acres Farm,Solar Photovoltaics,3.80,Operational,Operational,Nottinghamshire,East Midlands,England,NG20 8XT,453745,367983,Mansfield,01/06/2016,31/03/2016,431000.0,operational
5398,Y Felin Ddwr Charitable Trust,Killan Farm Solar Array Extens,Solar Photovoltaics,1.00,Operational,Operational,West Glamorgan,Wales,Wales,SA2 7US,258483,193944,Swansea,15/05/2017,20/05/2017,2433.0,operational
5400,Gresham House,Land East of Appleton Farm,Solar Photovoltaics,5.00,Operational,Operational,North Yorkshire,Yorkshire and Humber,England,DL10 7QE,423660,495768,North Yorkshire,15/01/2016,27/03/2016,37800.0,operational
5401,Equitix Fund IV,Land At Debdale Lane,Solar Photovoltaics,5.00,Operational,Operational,Nottinghamshire,East Midlands,England,NG19 7HS,452509,362845,Mansfield,15/01/2016,25/03/2016,1360000.0,operational
5402,Lightsource Renewable Energy,Land at Ash Row Farm,Solar Photovoltaics,5.00,Operational,Operational,North Yorkshire,Yorkshire and Humber,England,LS25 6JJ,451649,433677,North Yorkshire,26/10/2015,21/12/2015,1203400.0,operational
5403,Gresham House,Land at Stripe Farm,Solar Photovoltaics,5.00,Operational,Operational,North Yorkshire,Yorkshire and Humber,England,DL10 7QE,419640,502487,North Yorkshire,15/01/2016,28/03/2016,12800.0,operational
5404,Lightsource Renewable Energy,Land at Bolsover Moor Quarry,Solar Photovoltaics,5.00,Operational,Operational,Derbyshire,East Midlands,England,S44 6XE,449860,371682,Bolsover,04/01/2017,01/03/2017,,operational
5406,Lightsource Renewable Energy,Land To The North Of Dairy House Farm,Solar Photovoltaics,3.40,Operational,Operational,Cheshire,North West,England,CW5 6DN,365834,356455,Cheshire East,05/01/2016,27/02/2016,4699.0,operational
5407,Novus Solar Developments,Pennington Recycling Centre,Solar Photovoltaics,1.20,Operational,Operational,Hampshire,South East,England,SO41 8QZ,430922,93325,New Forest,05/01/2016,20/03/2016,124100.0,operational
5411,Lightsource Renewable Energy,Goosehall Solar Farm,Solar Photovoltaics,39.50,Operational,Operational,Cambridgeshire,Eastern,England,CB25 0BN,557620,268622,East Cambridgeshire,14/02/2020,18/08/2020,272200.0,operational
5412,Lightsource Renewable Energy,Land west of Welton Road,Solar Photovoltaics,4.40,Operational,Operational,Cumbria,North West,England,CA5 7EL,335683,546464,Cumberland,03/02/2016,29/03/2016,5000.0,operational
5415,Global Renewable Construction,Twin Yards Solar Farm,Solar Photovoltaics,5.00,Operational,Operational,Derbyshire,East Midlands,England,"DE55 5HQ
",445514,358173,Bolsover,20/01/2017,20/03/2017,,operational
5418,Green Highland Renewables,River Coiltie Hydro Scheme,Small Hydro,1.90,Operational,Operational,Highland,Scotland,Scotland,IV63,249251,827905,Highland,15/08/2016,01/07/2017,518000.0,operational
5424,TGC Renewables,Land of Green Lane,Solar Photovoltaics,5.80,Operational,Operational,Staffordshire,West Midlands,England,ST14 8LQ,414839,330919,East Staffordshire,12/12/2016,31/03/2017,,operational
5425,Actrees Solar Power/ Vogt Solar,Land At  Actrees Farm,Solar Photovoltaics,5.00,Operational,Operational,Gloucestershire,South West,England,GL13 9PP,371098,198169,Stroud,25/11/2015,28/01/2016,2010000.0,operational
5428,British Solar Renewables / NextEnergy Solar Fund (NESF),Land at Bowden Lane,Solar Photovoltaics,5.00,Operational,Operational,Somerset,South West,England,BA8 0PB,370004,120357,Somerset,04/01/2017,31/03/2017,,operational
5429,British Solar Renewables / NextEnergy Solar Fund (NESF),Land at Stalbridge Park,Solar Photovoltaics,5.00,Operational,Operational,Dorset,South West,England,BA8 0SD,373303,119285,Dorset,04/01/2017,31/03/2017,469100.0,operational
5430,Frogs Loke Solar,Frog's Loke Solar Farm,Solar Photovoltaics,5.00,Operational,Operational,Norfolk,Eastern,England,NR28 9LZ,629164,327731,North Norfolk,16/11/2015,12/01/2016,,operational
5431,GreenHedge (BayWa r.e.) / Next Energy Capital,Staughton Airfield Solar Farm,Solar Photovoltaics,40.00,Operational,Operational,Cambridgeshire,Eastern,England,MK44 2BN,512106,261675,Huntingdonshire,01/03/2019,01/03/2020,193.0,operational
5435,Lightsource Renewable Energy,Lands West of Belfast Road,Solar Photovoltaics,10.00,Operational,Operational,Co. Antrim,Northern Ireland,Northern Ireland,BT29 4TH,134568,534503,Antrim and Newtownabbey,15/02/2017,15/03/2017,20000.0,operational
5437,Pearmat Solar,Manmoel Road Solar Park,Solar Photovoltaics,4.10,Operational,Operational,Caerphilly,Wales,Wales,NP12 0HZ,318604,201211,Caerphilly,30/01/2017,30/03/2017,400000.0,operational
5440,Wessex Solar Energy,Huntspill Level Solar Park,Solar Photovoltaics,5.50,Operational,Operational,Somerset,South West,England,TA9 3NP,332877,144342,Somerset,15/01/2016,15/03/2016,459600.0,operational
5442,Suncredit UK,Land at Box Road,Solar Photovoltaics,2.20,Operational,Operational,Gloucestershire,South West,England,GL11 5DJ,375183,202249,Stroud,15/02/2016,24/03/2016,347800.0,operational
5443,Lightsource Renewable Energy,Hillside Solar Farm,Solar Photovoltaics,25.20,Operational,Operational,Co. Antrim,Northern Ireland,Northern Ireland,BT28 2PQ,129820,526363,Lisburn and Castlereagh,15/02/2017,15/03/2017,679000.0,operational
5444,Wirsol / Island Green Power,Low Farm Solar Array,Solar Photovoltaics,20.00,Operational,Operational,Humberside,Yorkshire and Humber,England,DN37 0AL,523802,405691,North East Lincolnshire,01/01/2022,01/10/2022,1030000.0,operational
5447,Lightsource Renewable Energy,Land south of Wood Lane (Safeguard Bradwell),Solar Photovoltaics,5.00,Operational,Operational,Cheshire,North West,England,CW11 1PA,374525,362487,Cheshire East,22/09/2016,15/01/2017,940000.0,operational
5450,Hadstone Energy,South Antrim Solar Park - Phase 1,Solar Photovoltaics,6.50,Operational,Operational,Co. Antrim,Northern Ireland,Northern Ireland,BT41 4PN,127265,541491,Antrim and Newtownabbey,10/03/2018,10/05/2018,825000.0,operational
5451,Core Aries (Renewable Energy),Newton Downs Farm,Solar Photovoltaics,5.00,Operational,Operational,Devon,South West,England,PL8 1JA,255576,49352,South Hams,31/10/2016,15/02/2017,407800.0,operational
5453,Solar Century/ Bluefield Solar ,Bunn's Hill Solar Park,Solar Photovoltaics,5.00,Operational,Operational,Norfolk,Eastern,England,NR6 7JG,629164,327731,North Norfolk,03/12/2015,03/02/2016,320000.0,operational
5455,Octopus Renewables Infrastructure Trust,Cumberhead Wind Farm,Wind Onshore,48.00,Operational,Operational,South Lanarkshire,Scotland,Scotland,ML11 0HN,276581,632651,South Lanarkshire,01/10/2021,11/09/2023,229500.0,operational
5465,Sunsave 38/ Vogt Solar,Rushmoor Lane Farm (Cheshire Coppice),Solar Photovoltaics,5.00,Operational,Operational,Shropshire,West Midlands,England,TF5 0DA,362767,314537,Telford and Wrekin,25/11/2015,28/01/2016,395900.0,operational
5472,Tealing Solar Parks,Fullenton Solar Farm,Solar Photovoltaics,4.20,Operational,Operational,Hampshire,South East,England,SP11 7JX,437992,139758,Test Valley,15/10/2016,15/12/2016,760000.0,operational
5477,Kronos Solar,Cwm Derwyn Farm,Solar Photovoltaics,5.00,Operational,Operational,Vale of Glamorgan,Wales,Wales,CF62 3AA,308691,169396,Vale of Glamorgan,15/01/2017,17/03/2017,80000.0,operational
5478,First Renewable Developments,Land to the west of Ashfordby Business Park,Solar Photovoltaics,3.50,Operational,Operational,Leicestershire,East Midlands,England,LE14 3RE,471735,320630,Melton,26/02/2016,26/04/2016,294000.0,operational
5480,NextEnergy Capital LLP,Glebe Farm Solar Farm ,Solar Photovoltaics,32.00,Operational,Operational,Hereford and Worcester,West Midlands,England,WR8 9BT,389827,241212,Wychavon,01/06/2020,01/03/2021,756700.0,operational
5482,Gridserve,York Solar Farm,Solar Photovoltaics,34.70,Operational,Operational,North Yorkshire,Yorkshire and Humber,England,YO61 3NQ,450521,472345,North Yorkshire,23/05/2019,18/12/2019,78500.0,operational
5483,Solar Century/ Bluefield Solar ,Land Off Folly Lane,Solar Photovoltaics,5.00,Operational,Operational,Lincolnshire,East Midlands,England,PE22 8BN,532650,358372,East Lindsey,05/01/2016,07/03/2016,,operational
5485,Murex Energy,Land At Bake Farm,Solar Photovoltaics,5.00,Operational,Operational,Cornwall,South West,England,PL12 5,232647,58419,Cornwall,21/01/2016,31/03/2016,418000.0,operational
5486,Solar Power Inc UK Services/SPI China (HK),Land To The South Of Todderstaffe,Solar Photovoltaics,4.50,Operational,Operational,Lancashire,North West,England,FY6 8LF,336767,436761,Fylde,04/01/2016,28/03/2017,577700.0,operational
5487,Sunsave 30 (Strettington)/ Vogt solar ,Strettington Solar Farm,Solar Photovoltaics,5.00,Operational,Operational,West Sussex,South East,England,PO18 0LB,489500,107164,Chichester,25/11/2015,23/03/2016,983600.0,operational
5497,Octopus Investments,Cressing Solar Farm (Phase 1),Solar Photovoltaics,5.00,Operational,Operational,Essex,Eastern,England,CM77 8NZ,579287,219000,Braintree,01/05/2016,16/03/2016,628200.0,operational
5498,Conergy,Land north of Ashton Road,Solar Photovoltaics,4.00,Operational,Operational,Wiltshire,South West,England,BA14 6DY,389300,158100,Wiltshire,24/12/2016,24/03/2017,,operational
5499,Vattenfall,Parc Cynog,Solar Photovoltaics,5.00,Operational,Operational,Carmarthenshire,Wales,Wales,SA33 4PT,225230,209760,Carmarthenshire,18/01/2016,24/03/2016,4800.0,operational
5506,Big 60 Million,Albrighton Solar farm,Solar Photovoltaics,15.80,Operational,Operational,Shropshire,West Midlands,England,WV8 1RQ,383131,304665,Shropshire,28/11/2016,28/02/2017,319000.0,operational
5508,British Solar Renewables,Clapton Farm Solar Park,Solar Photovoltaics,5.00,Operational,Operational,Somerset,South West,England,BA9,375763,128657,Somerset,20/01/2017,31/03/2017,770000.0,operational
5512,British Solar Renewables,Galton Manor Solar Park,Solar Photovoltaics,5.00,Operational,Operational,Dorset,South West,England,DT2 8BY,378440,85628,Dorset,20/01/2017,31/03/2017,565000.0,operational
5513,Green Hedge (BayWa r.e.),Wormit Solar Farm,Solar Photovoltaics,4.00,Operational,Operational,Fife,Scotland,Scotland,DD6 8P,340703,725248,Fife,15/01/2016,31/03/2017,19150.0,operational
5516,First Milk Cheese Company,Aspatria Creamery,Anaerobic Digestion,5.00,Operational,Operational,Cumbria,North West,England,CA7 2AR,314453,541167,Cumberland,11/08/2015,05/04/2016,557000.0,operational
5520,Lightsource Renewable Energy,The Breck,Solar Photovoltaics,5.00,Operational,Operational,Derbyshire,East Midlands,England,S43 2NP,442646,376222,Chesterfield,01/02/2016,17/03/2016,104000.0,operational
5523,North Tenement Solar Farm Limited,North Tenement,Solar Photovoltaics,5.00,Operational,Operational,Pembrokeshire,Wales,Wales,SA61 1XL,193951,212945,Pembrokeshire,10/02/2017,28/03/2017,1001000.0,operational
5524,Lightsource Renewable Energy ,Cwrt Henllys Farm,Solar Photovoltaics,5.00,Operational,Operational,Gwent,Wales,Wales,NP44 7AS,325372,191949,Torfaen,29/10/2016,29/12/2016,868100.0,operational
5525,Anesco,Land at Wreay,Solar Photovoltaics,5.00,Operational,Operational,Cumbria,North West,England,CA4 0PY,342451,547548,Westmorland and Furness,15/12/2016,29/03/2017,6800.0,operational
5527,Public Power Solutions/ Swindon Borough Council ,Common Farm,Solar Photovoltaics,4.80,Operational,Operational,Wiltshire,South West,England,SN4 9QJ,413720,181837,Swindon,02/05/2016,29/06/2016,590400.0,operational
5529,Lightsource Renewable Energy,Fields Farm (Agden),Solar Photovoltaics,5.00,Operational,Operational,Cheshire,North West,England,SY13 4RB,351447,344514,Cheshire West and Chester,09/12/2016,09/02/2017,140000.0,operational
5530,Hill Farm,Land at Hill Farm,Solar Photovoltaics,1.20,Operational,Operational,Leicestershire,East Midlands,England,LE65 1WU,437532,314290,North West Leicestershire,15/08/2016,01/11/2016,1708100.0,operational
5531,Lightsource Renewable Energy,Land to North West of Lodge Farm (Park Farm),Solar Photovoltaics,4.00,Operational,Operational,Gwent,Wales,Wales,NP18 3BX,331406,191683,Newport,05/12/2016,03/03/2017,35571.0,operational
5532,SBC Renewables,Seaton Road Solar Farm,Solar Photovoltaics,4.00,Operational,Operational,Leicestershire,East Midlands,England,LE15 9HH,487565,299395,Rutland,15/10/2016,31/03/2017,,operational
5536,Navitas Project,Wick Lane Solar Ltd,Solar Photovoltaics,2.80,Operational,Operational,Somerset,South West,England,TA9 4BU,332955,152735,Somerset,15/01/2017,20/03/2017,890340.0,operational
5538,Wirisol (Sun & Soil),Otherton Farm,Solar Photovoltaics,4.00,Operational,Operational,Hereford and Worcester,West Midlands,England,WR6 5LS,380529,254163,Malvern Hills,21/01/2017,21/03/2017,8000.0,operational
5540,Anesco,Nanthenfoel Farms,Solar Photovoltaics,5.00,Operational,Operational,Ceredigion,Wales,Wales,SA48 8AZ,254014,252465,Ceredigion,30/11/2016,15/03/2017,574900.0,operational
5545,Private Developer,Land at Green Farm,Solar Photovoltaics,1.00,Operational,Operational,Hereford and Worcester,West Midlands,England,HR2 9AH,347256,235800,"Herefordshire, County of",21/05/2016,21/06/2016,883000.0,operational
5547,Solar Securities Group,West Venn Solar Farm ,Solar Photovoltaics,5.00,Operational,Operational,Devon,South West,England,EX21 5DF,237900,97500,Torridge,15/06/2016,13/03/2017,1040000.0,operational
5548,SBC Renewables,Corntown Farm,Solar Photovoltaics,3.40,Operational,Operational,Vale of Glamorgan,Wales,Wales,CF35 5BB,293814,176736,Vale of Glamorgan,15/10/2016,15/03/2017,1040000.0,operational
5551,SBC Renewables,Wally Corner Landfill Site,Solar Photovoltaics,7.00,Operational,Operational,Oxfordshire,South East,England,OX10 7,458069,195731,South Oxfordshire,15/10/2016,15/03/2017,851000.0,operational
5554,Stretton Solar,Land North of the Wood at Averill Farm,Solar Photovoltaics,5.00,Operational,Operational,Derbyshire,East Midlands,England,DE55 6HB,440527,361250,North East Derbyshire,15/01/2016,15/03/2016,9900.0,operational
5555,Associated British Ports,ANP Newport Wind Turbine,Wind Onshore,2.30,Operational,Operational,Gwent,Wales,Wales,NP20 2UW,332583,184564,Newport,31/03/2016,15/08/2016,804000.0,operational
5559,First Renewable Developments/ Harworth Group,Sudforth Lane (Kellingley Solar Farm),Solar Photovoltaics,5.00,Operational,Operational,North Yorkshire,Yorkshire and Humber,England,DN14 0SZ,452849,423224,North Yorkshire,15/01/2017,30/03/2017,325900.0,operational
5560,Greencoat Capital,Berthlwyd Farm,Solar Photovoltaics,5.00,Operational,Operational,Rhondda Cynon Taff,Wales,Wales,CF37 1PS,307796,188016,Rhondda Cynon Taf,12/12/2016,15/02/2017,950000.0,operational
5562,Pinguin Foods Ltd,Pinguin Foods,Solar Photovoltaics,1.50,Operational,Operational,Lincolnshire,East Midlands,England,PE21 7RY,533111,342691,Boston,03/02/2016,23/03/2016,62800.0,operational
5568,Lightsource Renewable Energy,Land East of Lawn Lane,Solar Photovoltaics,5.00,Operational,Operational,Staffordshire,West Midlands,England,WV9 5AX,390500,304757,South Staffordshire,15/02/2016,30/03/2016,18300.0,operational
5572,Trina Solar,Land off Ford Lane,Solar Photovoltaics,4.70,Operational,Operational,Kent,South East,England,TN15 7,563507,158908,Tonbridge and Malling,01/04/2016,17/11/2016,7600.0,operational
5577,Wirsol,Woodhouse Fields Farm,Solar Photovoltaics,5.00,Operational,Operational,Staffordshire,West Midlands,England,ST14 5JB,408847,339083,East Staffordshire,10/12/2016,10/02/2017,510000.0,operational
5578,Conergy UK,Land off Hooklands Lane,Solar Photovoltaics,5.00,Operational,Operational,West Sussex,South East,England,RH20 3BA,513504,118234,Horsham,10/01/2016,26/03/2016,11332.0,operational
5581,Island Green Power,High Dyke (Mill Farm),Solar Photovoltaics,5.00,Operational,Operational,Lincolnshire,East Midlands,England,NG33 5AA,494348,332600,South Kesteven,29/02/2016,30/03/2016,511000.0,operational
5582,Lightsource Renewable Energy,Land West of Parsonage Wood,Solar Photovoltaics,4.20,Operational,Operational,Devon,South West,England,EX22 6LJ,230985,101685,Torridge,06/12/2016,31/01/2016,9900.0,operational
5588,British Solar Renewables,Land at Oldstone Farm,Solar Photovoltaics,5.00,Operational,Operational,Devon,South West,England,TQ9 7DG,281849,51493,South Hams,16/01/2017,31/03/2017,,operational
5590,Trina Solar,Shortheath Solar Park,Solar Photovoltaics,5.00,Operational,Operational,Derbyshire,East Midlands,England,DE12 6BN,430324,314853,South Derbyshire,15/01/2017,31/03/2017,19725.0,operational
5591,Anesco,Land at Oxcroft Stocking Ground,Solar Photovoltaics,3.00,Operational,Operational,Derbyshire,East Midlands,England,S44 6AG,447301,373737,Bolsover,15/01/2016,20/03/2016,61000.0,operational
5592,Lightsource Renewable Energy,Holtwood Farm,Solar Photovoltaics,5.00,Operational,Operational,Derbyshire,East Midlands,England,DE6 5JW,413033,332318,Derbyshire Dales,11/01/2016,10/03/2016,42200.0,operational
5596,Sainsburys Supermarkets Limited,Nectar Way Regional Distribution Centre,Solar Photovoltaics,1.00,Operational,Operational,Northamptonshire,East Midlands,England,NN4 9BX,471028,258480,West Northamptonshire,,12/06/2015,,operational
5598,CGNEE,Brenig Wind Farm,Wind Onshore,37.60,Operational,Operational,Denbighshire,Wales,Wales,,299481,357920,Denbighshire,24/08/2017,15/10/2018,,operational
5599,Haymaker Energy,Gib Lane Solar farm (Extension),Solar Photovoltaics,5.00,Operational,Operational,Buckinghamshire,South East,England,,487183,215067,Buckinghamshire,08/01/2016,22/03/2016,,operational
5600,Lightsource Renewable Energy,Land east of Littledown Business Park,Solar Photovoltaics,6.20,Operational,Operational,Wiltshire,South West,England,,386895,124480,Wiltshire,26/01/2016,30/03/2016,,operational
5602,Addison Energy,Lyreco - Telford Distribution Centre,Solar Photovoltaics,3.80,Operational,Operational,Shropshire,West Midlands,England,,371576,312126,Telford and Wrekin,30/08/2015,26/01/2016,,operational
5605,Associated British Ports (ABP),Port of Barry  - Site 2,Solar Photovoltaics,5.00,Operational,Operational,Vale of Glamorgan,Wales,Wales,CF63 3RA,312836,167102,Vale of Glamorgan,15/01/2015,16/04/2015,,operational
5615,Aberdeen / Aberdeenshire / Moray Councils,Ness Energy Project,EfW Incineration,11.10,Operational,Operational,Aberdeenshire,Scotland,Scotland,AB12 3BS,395448,803990,Aberdeen City,01/10/2019,18/12/2023,,operational
5632,British Solar Renewables,Holly Farm Solar Park,Solar Photovoltaics,5.00,Operational,Operational,Dorset,South West,England,DT2 8HZ,377699,87644,Dorset,20/01/2017,31/03/2017,,operational
