Ref ID,Operator (or Applicant),Site Name,Technology Type,Installed Capacity (MWelec),Development Status,Development Status (short),County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Under Construction,Operational,Solar Site Area (sqm),development_status_clean
2540,SSE / Seagreen Wind Energy Ltd,Seagreen,Wind Offshore,1075.00,Operational,Operational,Offshore,Offshore,Scotland,DD4 0AD,404600,749300,Marine Scotland,01/05/2021,16/10/2023,100000.0,operational
2543,RWE,Gwynt y Mor ,Wind Offshore,576.00,Operational,Operational,Offshore,Offshore,Wales,,292082,396482,DECC (S36),01/03/2012,18/06/2015,165000.0,operational
2544,E.ON Humber Wind Ltd/ Balfour Beatty Investments and Equitix.,Humber Gateway A,Wind Offshore,219.00,Operational,Operational,Offshore,Offshore,England,,566400,390760,DECC (S36),30/08/2013,30/05/2015,,operational
2545,Orsted (formerly Dong Energy),Westermost Rough A,Wind Offshore,210.00,Operational,Operational,Offshore,Offshore,England,,571600,358680,DECC (S36),28/02/2014,26/05/2015,,operational
2546,Orsted (formerly Dong Energy),Barrow ,Wind Offshore,90.00,Operational,Operational,Offshore,Offshore,England,,314978,455827,DECC (S36),01/05/2005,01/04/2006,,operational
2555,Ecotricity,South Beach Wind Turbine (Somerton),Wind Onshore,1.50,Operational,Operational,Norfolk,Eastern,England,,646953,318736,Great Yarmouth,,22/07/2000,688000.0,operational
2556,LRZ Ltd (Taken over by NOVERA),Swaffham 1 - Ecotech Wind Park,Wind Onshore,1.50,Operational,Operational,Norfolk,Eastern,England,,581585,309935,Breckland,,16/08/1999,195400.0,operational
2559,Cynllun Trydan Gwynt,Mynydd Gorddu Wind Farm,Wind Onshore,10.20,Operational,Operational,Dyfed,Wales,Wales,,266200,287200,Ceredigion,,18/04/1998,,operational
2563,"Renewable Development Company Ltd, KENTECH Ltd",Cefn Croes Wind Farm,Wind Onshore,58.50,Operational,Operational,Dyfed,Wales,Wales,,281000,280000,Ceredigion,,25/01/2005,128900.0,operational
2564,RWE npower,Carno 'B' Wind Farm,Wind Onshore,16.80,Operational,Operational,Powys,Wales,Wales,,291053,295836,Powys,,01/10/1996,95000.0,operational
2565,RWE npower,Carno 'A' Wind Farm,Wind Onshore,16.80,Operational,Operational,Powys,Wales,Wales,,293000,295000,Powys,,01/10/1996,120000.0,operational
2566,Vestas,Cemmaes 'B' Wind Farm,Wind Onshore,3.40,Operational,Operational,Powys,Wales,Wales,,287000,308000,Powys,,01/02/2002,135000.0,operational
2567,RWE npower,Trysglwyn Wind Farm,Wind Onshore,5.60,Operational,Operational,Gwynedd,Wales,Wales,,244000,389000,Isle of Anglesey,,01/05/1996,101500.0,operational
2568,Private Developer,Hafoty Ucha '2' and '3' Wind Turbine,Wind Onshore,2.60,Operational,Operational,Clwyd,Wales,Wales,,293500,345500,Conwy,,15/12/2002,139000.0,operational
2574,Mersey Docks and Harbour Company and Windcluster Limited,Royal Seaforth Dock Wind Farm,Wind Onshore,3.00,Operational,Operational,Merseyside,North West,England,,331100,397000,Sefton,,24/04/1999,113600.0,operational
2576,Vestas,Cemmaes 'C' Wind Farm,Wind Onshore,15.30,Operational,Operational,Powys,Wales,Wales,,286800,306000,Powys,,23/02/2002,,operational
2582,MANWEB Generation Holdings,Llanbabo Wind Farm,Wind Onshore,20.40,Operational,Operational,Gwynedd,Wales,Wales,,236000,387000,Isle of Anglesey,,01/10/1997,,operational
2586,RWE npower,Tow Law Wind Farm,Wind Onshore,2.60,Operational,Operational,County Durham,North East,England,,411500,541000,County Durham,,30/12/2001,87000.0,operational
2587,Border Wind Farms Ltd /AMEC,Kirkheaton Wind Farm,Wind Onshore,1.80,Operational,Operational,Northumberland,North East,England,,400800,576900,Northumberland,,22/05/2000,109700.0,operational
2591,Border Windfarm Limited / AMEC,Great Eppleton Wind Farm,Wind Onshore,3.00,Operational,Operational,Tyne and Wear,North East,England,,436900,548200,Sunderland,,01/04/1997,105800.0,operational
2613,Great Orton Wind Farms (II) Ltd,Great Orton Wind Farm (Extension),Wind Onshore,2.30,Operational,Operational,Cumbria,North West,England,,331300,553400,Cumberland,,01/02/2000,9800.0,operational
2617,The Wind Company,Harlock Hill Wind Farm,Wind Onshore,2.50,Operational,Operational,Cumbria,North West,England,LA12 0,325300,479400,Westmorland and Furness,,01/01/1997,319000.0,operational
2618,Wharrels Hill Windfarm Ltd/ National Windpower,Wharrels Hill Wind Farm,Wind Onshore,10.40,Operational,Operational,Cumbria,North West,England,,318000,537200,Cumberland,01/04/2007,07/08/2007,176000.0,operational
2624,Windprospect / Windcluster,Siddick Wind Farm,Wind Onshore,4.20,Operational,Operational,Cumbria,North West,England,,300600,532100,Cumberland,,01/08/1996,,operational
2625,Windprospect / Windcluster,Oldside Wind Farm,Wind Onshore,5.40,Operational,Operational,Cumbria,North West,England,,299700,530500,Cumberland,,01/09/1996,,operational
2626,The Wind Company,Haverigg Extension Wind Farm,Wind Onshore,2.40,Operational,Operational,Cumbria,North West,England,,313700,479500,Cumberland,,01/07/1998,,operational
2630,WINDJEN POWER LTD,Blaen Bowi Wind Farm,Wind Onshore,3.90,Operational,Operational,Dyfed,Wales,Wales,,232500,236000,Carmarthenshire,,30/07/2002,,operational
2636,Micon Wind Turbines (UK) Limited,Parc-Cynog Wind Farm,Wind Onshore,3.60,Operational,Operational,Dyfed,Wales,Wales,,225500,209500,Carmarthenshire,,01/02/2001,129000.0,operational
2653,John Laing Environmental Assets Group ,Moel Maelogen A,Wind Onshore,2.60,Operational,Operational,Gwynedd,Wales,Wales,,284700,361300,Conwy,,30/01/2003,76000.0,operational
2659,Powergen Renewables Developments Ltd,Out Newton Wind Farm,Wind Onshore,9.00,Operational,Operational,Humberside,Yorkshire and Humber,England,,538800,421200,East Riding of Yorkshire,,31/01/2002,75000.0,operational
2672,Brockholes Farm,Brockholes Wind Cluster,Wind Onshore,2.40,Operational,Operational,Borders,Scotland,Scotland,,382080,663751,Scottish Borders,28/02/2012,18/02/2013,162000.0,operational
2673,Falck Renewables,Kilbraur Windfarm Farlary - Extension,Wind Onshore,20.00,Operational,Operational,Highland,Scotland,Scotland,,283124,902064,Scottish Government (S36),01/12/2010,01/09/2011,,operational
2674,Pennant Wind Energy Ventures,Maesgwyn,Wind Onshore,26.00,Operational,Operational,West Glamorgan,Wales,Wales,,285500,205500,Neath Port Talbot,01/07/2010,14/04/2011,,operational
2680,J G Pears Limited,Spicer Hill Wind Farm,Wind Onshore,6.90,Operational,Operational,South Yorkshire,Yorkshire and Humber,England,,420500,404500,Barnsley,,15/02/2013,,operational
2683,Unknown,Ford Motor Company Ltd (Extension),Wind Onshore,2.00,Operational,Operational,London,London,England,,549268,183277,Barking and Dagenham,01/01/2010,12/08/2011,132000.0,operational
2687,FMC Technologies,FMC Technologies,Wind Onshore,1.50,Operational,Operational,Fife,Scotland,Scotland,,310010,685787,Fife,01/04/2011,07/12/2011,,operational
2691,Boyndie Wind Farm,Boyndie Airfield Extension,Wind Onshore,2.30,Operational,Operational,Grampian,Scotland,Scotland,AB45 2LR,361206,863606,Aberdeenshire,,04/01/2010,138000.0,operational
2694,M H Leyland Ltd,Blue Gates Farm,Wind Onshore,1.50,Operational,Operational,Essex,Eastern,England,CO7 8DE,606950,222545,Tendring,,01/03/2010,,operational
2695,Ecotricity / Next Generation,Celcon Blocks Ltd,Wind Onshore,2.00,Operational,Operational,Humberside,Yorkshire and Humber,England,DN14 0BA,460597,420445,East Riding of Yorkshire,15/04/2015,15/04/2016,23000.0,operational
2697,Hammers Hill Energy Ltd,Hammar's Hill,Wind Onshore,4.30,Operational,Operational,Orkney Islands,Scotland,Scotland,,338644,1023698,Orkney Islands,01/09/2009,20/09/2010,589000.0,operational
2704,FMC Corp UK Ltd,"F M C Land, Pitreavie Business Park",Wind Onshore,1.50,Operational,Operational,Fife,Scotland,Scotland,,310145,685510,Fife,,31/10/2011,102500.0,operational
2708,Green Cat Renewables,Strath of Brydock - Extension,Wind Onshore,2.30,Operational,Operational,Grampian,Scotland,Scotland,,365391,859727,Aberdeenshire,,01/12/2009,133000.0,operational
2711,Scottish Power Renewables,Hare Hill (East Ayrshire),Wind Onshore,13.20,Operational,Operational,Strathclyde,Scotland,Scotland,,265320,609703,East Ayrshire,,01/11/2000,164000.0,operational
2713,Npower Renewables,Kirkby Moor,Wind Onshore,4.80,Operational,Operational,Cumbria,North West,England,,326111,485242,Westmorland and Furness,,01/01/1993,100000.0,operational
2715,Ecotricity Limited,Bambers II,Wind Onshore,4.60,Operational,Operational,Lincolnshire,East Midlands,England,,549195,382820,East Lindsey,,01/11/2006,91000.0,operational
2723,West Coast Energy Ltd/Falck Renewables,Millennium Extension II,Wind Onshore,15.00,Operational,Operational,Highland,Scotland,Scotland,,225679,810840,Scottish Government (S36),01/04/2010,01/04/2011,77500.0,operational
2724,Private Developer,Cairnmore Farm,Wind Onshore,2.60,Operational,Operational,Grampian,Scotland,Scotland,,351086,825261,Aberdeenshire,01/04/2010,10/07/2010,101000.0,operational
2741,Greenspan Electric St Fergus Ltd,St Fergus Moss Wind Farm,Wind Onshore,6.00,Operational,Operational,Grampian,Scotland,Scotland,,405416,853549,Aberdeenshire,31/03/2012,18/12/2012,,operational
2742,Scotrenewables (Scotland) Ltd,"West Hill, Flotta",Wind Onshore,2.00,Operational,Operational,Orkney Islands,Scotland,Scotland,,335252,993820,Orkney Islands,,01/07/2010,103000.0,operational
2747,Yorkshire Water,Chelker Reservoir (Retention of Turbines),Wind Onshore,1.20,Operational,Operational,North Yorkshire,Yorkshire and Humber,England,,405730,451820,North Yorkshire,,01/05/2004,122300.0,operational
2757,Scottish Power,Whitelee Windfarm Extension phase 2,Wind Onshore,109.00,Operational,Operational,Strathclyde,Scotland,Scotland,,254220,640867,Scottish Government (S36),01/12/2010,15/01/2013,133300.0,operational
2758,Private Developer,Hill of Balquhindachy extension,Wind Onshore,1.70,Operational,Operational,Grampian,Scotland,Scotland,AB41 7BY,385642,842482,Aberdeenshire,,09/07/2010,,operational
2776,Npower Renewables,Taff Ely Wind Farm,Wind Onshore,9.00,Operational,Operational,Mid Glamorgan,Wales,Wales,,298574,186630,Rhondda Cynon Taf,,01/10/1993,69000.0,operational
2780,Airvolution Energy,Mossmorran Wind Farm,Wind Onshore,4.60,Operational,Operational,Fife,Scotland,Scotland,,318109,689419,Fife,01/09/2015,01/12/2015,197200.0,operational
2782,Private Developer,Courtstone Wind Turbine,Wind Onshore,2.30,Operational,Operational,Grampian,Scotland,Scotland,,384413,833537,Aberdeenshire,,04/06/2009,99300.0,operational
2796,ABO Wind,Lairg Wind Farm,Wind Onshore,7.50,Operational,Operational,Highland,Scotland,Scotland,,261293,903916,Highland,,01/01/2012,73000.0,operational
2804,G24 Innovations Limited,G24 Innovations Turbine,Wind Onshore,2.30,Operational,Operational,South Glamorgan,Wales,Wales,,323460,179215,Cardiff,,12/07/2011,,operational
2822,Mornflake Oats/ Hamlyns Oats,Mornflake Oats Wind Turbine,Wind Onshore,2.30,Operational,Operational,Grampian,Scotland,Scotland,,361543,863513,Aberdeenshire,,18/01/2012,,operational
2830,Brett Martin Ltd,Wind Turbine 1,Wind Onshore,2.30,Operational,Operational,Co. Antrim,Northern Ireland,Northern Ireland,,141041,539963,Antrim and Newtownabbey,,30/05/2011,120400.0,operational
2839,Private Developer,Clochnahill Wind Farm,Wind Onshore,5.20,Operational,Operational,Grampian,Scotland,Scotland,,382413,782503,Aberdeenshire,,20/01/2012,132000.0,operational
2866,White Young Green Planning,Ballymena Wind Park Limited,Wind Onshore,4.70,Operational,Operational,Co. Antrim,Northern Ireland,Northern Ireland,,128574,562072,Mid and East Antrim,,24/01/2013,397000.0,operational
2867,Auquhirie Land Company Ltd,St John Hill,Wind Onshore,7.70,Operational,Operational,Grampian,Scotland,Scotland,AB39 2UE,383502,778054,Aberdeenshire,,07/03/2013,68000.0,operational
2873,Njord Energy,Bryn Blaen Wind Farm,Wind Onshore,13.80,Operational,Operational,Powys,Wales,Wales,SY18 6SL,291676,281370,Powys,15/06/2017,01/01/2019,123000.0,operational
2875,TCI Renewables,MARCH SEWAGE TREATMENT WORKS - WIND TURBINE,Wind Onshore,2.00,Operational,Operational,Cambridgeshire,Eastern,England,,543872,299171,Fenland,25/06/2012,01/09/2012,,operational
2888,Greencoat,Brockaghboy Wind Farm - extension,Wind Onshore,10.00,Operational,Operational,Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,87959,566906,Causeway Coast and Glens,23/06/2016,01/09/2017,76100.0,operational
2902,EDF Energies Nouvelles,Burnfoot Hill,Wind Onshore,26.00,Operational,Operational,Clackmannanshire,Scotland,Scotland,,290135,703250,Clackmannanshire,01/08/2010,26/10/2010,,operational
2921,Yorkshire Water,Chelker Reservoir,Wind Onshore,1.30,Operational,Operational,North Yorkshire,Yorkshire and Humber,England,,405730,451820,North Yorkshire,,01/06/1992,541600.0,operational
2922,Green Cat Renewables,Strath of Brydock,Wind Onshore,4.60,Operational,Operational,Grampian,Scotland,Scotland,,365391,859727,Aberdeenshire,,01/06/2009,503400.0,operational
2923,Green Cat Renewables,House O'Hill,Wind Onshore,5.00,Operational,Operational,Grampian,Scotland,Scotland,,397560,859107,Aberdeenshire,01/08/2009,04/10/2010,416000.0,operational
2927,EF Energy,Owenreagh Extension,Wind Onshore,5.10,Operational,Operational,Co. Tyrone,Northern Ireland,Northern Ireland,,57401,558796,Derry City and Strabane,,01/08/2008,,operational
2928,Munich Re (previously Wind Prospect),Bagmoor,Wind Onshore,16.00,Operational,Operational,Humberside,Yorkshire and Humber,England,,488240,415400,North Lincolnshire,,01/07/2009,99500.0,operational
2932,Croda Chemicals,Croda Chemicals Europe,Wind Onshore,3.00,Operational,Operational,Humberside,Yorkshire and Humber,England,,465670,421110,East Riding of Yorkshire,,01/10/2008,,operational
2935,Unknown,"Eastman Chemicals, Workington",Wind Onshore,4.00,Operational,Operational,Cumbria,North West,England,,300775,531765,Cumberland,01/08/2006,01/10/2006,89778.0,operational
2938,Npower Renewables,Lindhurst Wind Farm,Wind Onshore,15.00,Operational,Operational,Nottinghamshire,East Midlands,England,,456880,358150,Newark and Sherwood,01/01/2010,04/11/2010,740000.0,operational
2940,Scotia Wind Ltd,Craigengelt,Wind Onshore,20.00,Operational,Operational,Stirling,Scotland,Scotland,,272451,686495,Stirling,01/05/2009,31/03/2010,82600.0,operational
2942,Yorkshire Water,Saltend Wind Turbine,Wind Onshore,1.30,Operational,Operational,Humberside,Yorkshire and Humber,England,,516400,429000,East Riding of Yorkshire,,01/11/2007,69400.0,operational
2943,Yorkshire Water,Loftsome Bridge,Wind Onshore,1.30,Operational,Operational,Humberside,Yorkshire and Humber,England,,470140,429460,East Riding of Yorkshire,,01/02/2008,112000.0,operational
2944,Nissan Manufacturing UK,Nissan Wind Farm,Wind Onshore,4.00,Operational,Operational,Tyne and Wear,North East,England,,433385,557810,Sunderland,,01/11/2005,184300.0,operational
2950,Nuon,Parc Cynog Extension,Wind Onshore,8.40,Operational,Operational,Dyfed,Wales,Wales,,225230,209760,Carmarthenshire,,01/11/2009,133000.0,operational
2952,Fenpower Limited,Ranson Moor (phase 1),Wind Onshore,6.00,Operational,Operational,Cambridgeshire,Eastern,England,,537950,292470,Fenland,01/09/2006,01/05/2007,100000.0,operational
2953,EcoGen Projects / Fenpower,Ranson Moor Wind Farm (Phase 2),Wind Onshore,4.00,Operational,Operational,Cambridgeshire,Eastern,England,,538360,292250,Fenland,,01/05/2007,,operational
2955,ESBI,West Durham Wind Farm,Wind Onshore,24.00,Operational,Operational,County Durham,North East,England,,412000,541000,County Durham,,01/05/2009,31100.0,operational
2956,Renewable Energy Systems (RES),Dyffryn Brodyn Wind Farm,Wind Onshore,5.50,Operational,Operational,Dyfed,Wales,Wales,,221900,226800,Carmarthenshire,,01/12/1994,104000.0,operational
2965,Green Cat Renewables,North Red Bog,Wind Onshore,1.60,Operational,Operational,Grampian,Scotland,Scotland,,399555,855289,Aberdeenshire,,23/06/2008,152000.0,operational
2968,Gravis Capital Management,Milton Keynes Wind Farm,Wind Onshore,14.00,Operational,Operational,Buckinghamshire,South East,England,,490000,249090,Milton Keynes,01/04/2010,25/09/2010,183000.0,operational
2983,EDF Energy,Broom Hill Farm,Wind Onshore,8.00,Operational,Operational,County Durham,North East,England,,415500,539500,County Durham,,16/02/2009,37600.0,operational
2986,Gravis Capital Management,Winscales Moor,Wind Onshore,6.00,Operational,Operational,Cumbria,North West,England,,303500,528500,Cumberland,01/12/2008,01/05/2009,93600.0,operational
2988,SLP Energy,Wind Farm Africa Alive,Wind Onshore,4.10,Operational,Operational,Suffolk,Eastern,England,,651905,286095,East Suffolk,01/05/2011,01/06/2011,90600.0,operational
2991,Midefearn Renewables,Beinn Tharsuinn Extension (Beinn nan Oighrean),Wind Onshore,4.60,Operational,Operational,Highland,Scotland,Scotland,,266440,879840,Highland,,01/07/2009,97600.0,operational
2999,Green Cat Renewables,St John's Well,Wind Onshore,2.40,Operational,Operational,Grampian,Scotland,Scotland,,380570,837410,Aberdeenshire,,15/07/2009,107000.0,operational
3002,Npower Renewables,Hellrigg Wind farm,Wind Onshore,9.20,Operational,Operational,Cumbria,North West,England,,313585,551775,Cumberland,01/05/2011,14/09/2011,18500.0,operational
3015,Innogy,Bryn titli Windfarm,Wind Onshore,9.90,Operational,Operational,Powys,Wales,Wales,,293500,275500,Powys,,01/06/1994,220000.0,operational
3019,Good Energy Generation,Delabole (Repowering),Wind Onshore,9.20,Operational,Operational,Cornwall,South West,England,,208800,85500,Cornwall,01/07/2010,01/02/2011,,operational
3021,REG Windpower (previously Cornwall Light and Power),Whittlesey,Wind Onshore,9.00,Operational,Operational,Cambridgeshire,Eastern,England,PE7 2PG,524027,297139,Fenland,01/11/2007,03/09/2008,181100.0,operational
3028,Unknown,Advanced Manufacturing Research Centre,Wind Onshore,2.60,Operational,Operational,South Yorkshire,Yorkshire and Humber,England,,441475,388039,Rotherham,,20/01/2009,110000.0,operational
3034,Solutia / Vestas,Solutia UK Ltd,Wind Onshore,5.00,Operational,Operational,Gwent,Wales,Wales,NP14 4XF,333375,185740,Newport,01/09/2009,17/12/2009,110000.0,operational
3050,Hallam Land Management,High Haswell Wind Farm,Wind Onshore,4.00,Operational,Operational,County Durham,North East,England,,436675,543772,County Durham,01/01/2011,10/03/2011,,operational
3057,CELTPOWER LTD,Llandinam Windfarm,Wind Onshore,31.00,Operational,Operational,Powys,Wales,Wales,,302840,283645,Powys,,01/01/1993,,operational
3061,REG Windpower (previously  Cornwall Light & Power),Goonhilly Downs Wind Farm Repower,Wind Onshore,12.00,Operational,Operational,Cornwall,South West,England,,171000,21600,Cornwall,01/08/2010,01/11/2010,92600.0,operational
3068,Unknown,MSD Cramlington,Wind Onshore,4.00,Operational,Operational,Northumberland,North East,England,,424206,578852,Northumberland,01/09/2010,20/01/2011,88300.0,operational
3075,Private Developer,Skelmonae Wind Farm,Wind Onshore,3.20,Operational,Operational,Grampian,Scotland,Scotland,,388702,836734,Aberdeenshire,,20/12/2009,410000.0,operational
3077,Unknown,Carn Vean,Wind Onshore,10.00,Operational,Operational,Cornwall,South West,England,TR3 7BY,172528,35961,Cornwall,,30/10/2008,123600.0,operational
3078,Dewlay Cheese Company,Dewlay Cheese Wind Turbine,Wind Onshore,2.00,Operational,Operational,Lancashire,North West,England,,348440,443850,Wyre,01/10/2010,01/11/2010,,operational
3079,Renewable Energy Systems (RES),Coal Clough Wind Farm,Wind Onshore,9.60,Operational,Operational,Lancashire,North West,England,,390207,428154,Burnley,,01/02/1993,304000.0,operational
3090,National Energy Laboratories (NEL),Myres Hill,Wind Onshore,1.80,Operational,Operational,Strathclyde,Scotland,Scotland,,256840,646620,East Renfrewshire,,01/11/2001,,operational
3092,REG Windpower (previously Cornwall Light & Power),High Sharpley Wind Farm,Wind Onshore,2.60,Operational,Operational,County Durham,North East,England,,442644,549702,County Durham,,01/12/2006,128000.0,operational
3093,NEL ,National Wind Turbine Test Site,Wind Onshore,4.70,Operational,Operational,Strathclyde,Scotland,Scotland,,256500,646500,East Renfrewshire,,15/02/2001,98000.0,operational
3096,RWE npower,Little Cheyne Court Wind Farm,Wind Onshore,59.80,Operational,Operational,Kent,South East,England,,598310,122060,Folkestone and Hythe,01/07/2008,01/06/2009,132000.0,operational
3097,"Colham Energy Ltd, plus Airtricty extrension",Bessy Bell Wind Farm,Wind Onshore,5.00,Operational,Operational,Co. Tyrone,Northern Ireland,Northern Ireland,,49687,547922,Derry City and Strabane,,01/10/1995,114600.0,operational
3101,Snow Mountain Investment Ltd,Long Hill Road,Wind Onshore,2.00,Operational,Operational,Cambridgeshire,Eastern,England,,541686,299303,Fenland,,01/01/2005,116200.0,operational
3103,B9 Energy Services Ltd/ ScottishPower Renewables,Corkey Wind Farm,Wind Onshore,5.00,Operational,Operational,Co. Antrim,Northern Ireland,Northern Ireland,,126222,580523,Causeway Coast and Glens,,01/12/1994,101200.0,operational
3105,SLP Energy,Ness point Wind Turbine 1,Wind Onshore,2.30,Operational,Operational,Suffolk,Eastern,England,,655480,293595,East Suffolk,,01/12/2004,103000.0,operational
3106,B9 Energy Services Ltd/ ScottishPower Renewables,Elliot's Hill Wind Farm,Wind Onshore,5.00,Operational,Operational,Co. Antrim,Northern Ireland,Northern Ireland,,134974,546006,Antrim and Newtownabbey,,01/04/1995,97400.0,operational
3108,Innogy (formerly RWE npower),Causeymire,Wind Onshore,48.30,Operational,Operational,Highland,Scotland,Scotland,,336736,951086,Highland,,01/06/2004,87700.0,operational
3109,Scottish and Southern Energy (SSE),Hadyard Hill,Wind Onshore,120.00,Operational,Operational,Strathclyde,Scotland,Scotland,,226478,599253,Scottish Government (S36),01/05/2006,08/05/2006,95100.0,operational
3110,Powergen,Hare Hill (B),Wind Onshore,2.70,Operational,Operational,County Durham,North East,England,,437735,540895,County Durham,,02/07/2004,98000.0,operational
3112,B9 Energy Services Ltd/ ScottishPower Renewables,Rigged Hill Wind Farm,Wind Onshore,5.00,Operational,Operational,Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,92064,580329,Causeway Coast and Glens,,01/11/1994,127800.0,operational
3113,Greencoat UK Wind,Bin Mountain,Wind Onshore,9.00,Operational,Operational,Co. Tyrone,Northern Ireland,Northern Ireland,,38520,541806,Derry City and Strabane,01/12/2006,01/02/2007,179000.0,operational
3114,Fred Olsen Renewables,Crystal Rig Phase 1,Wind Onshore,62.50,Operational,Operational,Borders,Scotland,Scotland,,368350,665650,Scottish Government (S36),,30/06/2004,47000.0,operational
3116,Scottish Power Renewables,Black Law,Wind Onshore,124.00,Operational,Operational,Strathclyde,Scotland,Scotland,,289500,653500,Scottish Government (S36),,31/05/2004,140600.0,operational
3117,Airtricity,Ardrossan,Wind Onshore,24.00,Operational,Operational,Strathclyde,Scotland,Scotland,,223500,642500,North Ayrshire,,19/12/2003,112000.0,operational
3118,EF Energy,Owenreagh Wind Farm,Wind Onshore,5.00,Operational,Operational,Co. Tyrone,Northern Ireland,Northern Ireland,,57111,559168,Derry City and Strabane,,01/01/1997,160000.0,operational
3119,Greencoat UK Wind,Braes O'Doune,Wind Onshore,72.00,Operational,Operational,Stirling,Scotland,Scotland,,272590,710500,Scottish Government (S36),01/05/2006,01/09/2006,77200.0,operational
3120,Vestas,Thorfinn Wind Farm - NM1500,Wind Onshore,1.50,Operational,Operational,Orkney Islands,Scotland,Scotland,,334600,1025700,Orkney Islands,,01/04/2000,50200.0,operational
3122,Sean Quinn Group,Slieve Rushen Phase 1 Wind Farm,Wind Onshore,5.00,Operational,Operational,Co. Fermanagh,Northern Ireland,Northern Ireland,,33019,491811,Fermanagh and Omagh,,01/12/1995,107000.0,operational
3126,Private Developer,Boulfruich,Wind Onshore,13.00,Operational,Operational,Highland,Scotland,Scotland,,315500,935500,Highland,,01/08/2005,35000.0,operational
3128,Wind Prospect,Bicker Fen,Wind Onshore,26.70,Operational,Operational,Lincolnshire,East Midlands,England,,519870,339325,Boston,01/06/2006,28/07/2008,,operational
3129,Powergen / Wind Prospects,Stags Holt,Wind Onshore,18.00,Operational,Operational,Cambridgeshire,Eastern,England,,544000,299000,Fenland,01/04/2007,01/10/2007,139000.0,operational
3130,Greencoat UK Wind,Tappaghan,Wind Onshore,19.50,Operational,Operational,Co. Fermanagh,Northern Ireland,Northern Ireland,,31856,531807,Fermanagh and Omagh,,01/02/2005,122000.0,operational
3132,Fenland Windfarms Ltd,Glass Moor,Wind Onshore,16.00,Operational,Operational,Cambridgeshire,Eastern,England,,528421,292867,Fenland,,01/12/2005,,operational
3133,Wind Prospect,Gedney Marsh,Wind Onshore,12.00,Operational,Operational,Lincolnshire,East Midlands,England,,542014,328596,South Holland,01/05/2006,15/07/2008,100000.0,operational
3135,RDC Scotland (Renewable Development Co.),Ben Aketil,Wind Onshore,23.00,Operational,Operational,Highland,Scotland,Scotland,,132500,846500,Highland,,01/09/2007,102000.0,operational
3147,RWE npower,Knabs Ridge Windfarm,Wind Onshore,16.00,Operational,Operational,North Yorkshire,Yorkshire and Humber,England,,423069,455946,North Yorkshire,01/03/2007,22/04/2008,158000.0,operational
3149,Renewable Energy Systems (RES),Kelburn,Wind Onshore,28.00,Operational,Operational,Strathclyde,Scotland,Scotland,,224000,655000,North Ayrshire,01/11/2010,02/05/2012,147500.0,operational
3155,REG Windpower,Ramsey 1,Wind Onshore,1.80,Operational,Operational,Cambridgeshire,Eastern,England,,528800,284900,Huntingdonshire,,30/09/2008,45000.0,operational
3157,Ecotricity,Bambers Farm,Wind Onshore,9.60,Operational,Operational,Lincolnshire,East Midlands,England,,549195,382820,East Lindsey,,01/11/2004,270000.0,operational
3158,Ecotricity,Ford Wind Park - Dagenham,Wind Onshore,5.90,Operational,Operational,London,London,England,,549327,182167,Barking and Dagenham,,17/06/2004,,operational
3159,Ecotricity,Swaffham Plashes II,Wind Onshore,1.80,Operational,Operational,Norfolk,Eastern,England,,582760,310085,Breckland,,15/07/2003,,operational
3161,Ecotricity,Shooters Bottom Wind Park,Wind Onshore,2.00,Operational,Operational,Somerset,South West,England,,359380,150740,Somerset,,16/06/2008,,operational
3168,Bessy Bell Windfarm,Bessy Bell Extension,Wind Onshore,9.00,Operational,Operational,Co. Tyrone,Northern Ireland,Northern Ireland,,50592,547973,Derry City and Strabane,,24/04/2008,243300.0,operational
3171,Hainsford Energy,Caton Moor Windfarm Repowering,Wind Onshore,16.00,Operational,Operational,Lancashire,North West,England,,357298,463963,Lancaster,01/05/2006,01/06/2006,136500.0,operational
3172,John Laing Environmental Assets Group,Moel Maelogen A Phase 2,Wind Onshore,11.70,Operational,Operational,Gwynedd,Wales,Wales,,284700,361300,Conwy,,01/10/2008,135000.0,operational
3177,Munich Re (previously Peel),Scout Moor Windfarm,Wind Onshore,65.00,Operational,Operational,Lancashire,North West,England,,382400,419200,Rossendale,01/09/2007,01/06/2008,115000.0,operational
3179,Private Developer,The Haven,Wind Onshore,1.20,Operational,Operational,Hereford and Worcester,West Midlands,England,,378300,247900,Malvern Hills,,05/11/2003,153100.0,operational
3186,National Wind Power,The Hollies,Wind Onshore,2.60,Operational,Operational,Lincolnshire,East Midlands,England,,549995,362998,East Lindsey,01/09/2007,01/01/2008,73200.0,operational
3190,West Coast Energy (agents for Tullo Wind Ltd and GE Wind),Tullo Farm,Wind Onshore,17.50,Operational,Operational,Grampian,Scotland,Scotland,,387283,785873,Aberdeenshire,01/04/2010,07/09/2010,139000.0,operational
3191,Gravis Capital Management,Garves Mountain Farm,Wind Onshore,15.00,Operational,Operational,Co. Antrim,Northern Ireland,Northern Ireland,,108200,577000,Causeway Coast and Glens,01/01/2009,01/01/2009,120000.0,operational
